Anim,,,,,base, ,,,Blend ,No ,No,,Flex,Swim,Horse,Horse Sock
2359,giant attack1,giant_attack1.kfa,35,30,30,clamp,,4,0,0,0,0,0,,,
2360,giant attack2,giant_attack2.kfa,50,30,30,clamp,,4,0,0,0,0,0,,,
2361,giant run,giant_run.kfa,35,30,30,loop,,4,0,0,0,0,0,2366,3248,
2362,giant walk,giant_walk.kfa,45,30,30,loop,,4,0,0,0,0,0,2366,3247,
2363,giant bow1,giant_bow1.kfa,74,30,30,clamp,,4,0,0,0,0,0,2366,3363,
2364,giant bow2,giant_bow2.kfa,15,30,30,loop,,4,0,0,0,0,0,2366,3362,
2365,giant bow3,giant_bow3.kfa,26,30,30,clamp,,4,0,0,0,0,0,2366,3361,
2366,giant swim,giant_swim.kfa,40,30,30,loop,,4,0,0,0,0,0,2366,3249,
2367,giant flinch1,giant_flinch1.kfa,20,30,30,clamp,,4,0,0,0,0,0,2366,3249,
2368,giant flinch2,giant_flinch2.kfa,20,30,30,clamp,,4,0,0,0,0,0,2366,3249,
2369,giant die,giant_die.kfa,100,30,30,clamp,,4,0,0,0,0,0,,,
2370,brownie_spellcast_A,brownie_spellcast_A.kfa,14,30,30,clamp,,4,0,0,0,0,0,,,
2371,brownie_spellcast_B,brownie_spellcast_B.kfa,17,30,30,loop,,4,0,0,0,0,0,,,
2372,brownie_spellcast_C,brownie_spellcast_C.kfa,39,30,30,clamp,,4,0,0,0,0,0,,,
2373,brownie_cidle,brownie_cidle.kfa,32,30,30,loop,,4,0,0,0,0,0,,,
2374,brownie_death,brownie_death.kfa,43,30,30,clamp,,4,0,0,0,0,0,,,
2375,brownie_flinch,brownie_flinch.kfa,25,30,30,clamp,,4,0,0,0,0,0,,,
2376,brownie_attack_hi,brownie_attack_hi.kfa,47,30,30,clamp,,4,0,0,0,0,0,,,
2377,brownie_attack_low,brownie_attack_low.kfa,40,30,30,clamp,,4,0,0,0,0,0,,,
2378,brownie_idle,brownie_idle.kfa,50,30,30,loop,,4,0,0,0,0,0,,,
2379,brownie_idle2,brownie_idle2.kfa,90,30,30,loop,,4,0,0,0,0,0,,,
2380,brownie_run,brownie_run.kfa,26,30,30,loop,,4,0,0,0,0,0,,,
2381,brownie_swim,brownie_swim.kfa,56,30,30,loop,,4,0,0,0,0,0,,,
2382,brownie_walk,brownie_walk.kfa,46,30,30,loop,,4,0,0,0,0,0,,,
2383,New Skeleton Walk,skel_WALK.kfa,18,15,30,loop,,4,0,0,0,0,0,,,
2384,New Roman Dead Walk,rD_walk.kfa,27,15,30,loop,,4,0,0,0,0,0,,,
2385,2headed Wolf Attacklo,2headed_Wolf_Attacklo.kfa,28,30,30,clamp,,4,0,0,0,0,0,,,
2386,2headed Wolf Cidle,2headed_Wolf_Cidle.kfa,40,30,30,loop,,4,0,0,0,0,0,,,
2387,2headed Wolf Death,2headed_Wolf_Death.kfa,42,30,30,clamp,,4,0,0,0,0,0,,,
2388,2headed Wolf Flinch,2headed_Wolf_Flinch.kfa,24,30,30,clamp,,4,0,0,0,0,0,,,
2389,2headed Wolf idle,2headed_Wolf_idle.kfa,80,30,30,loop,,4,0,0,0,0,0,,,
2390,2headed Wolf run,2headed_Wolf_run.kfa,42,30,30,loop,,4,0,0,0,0,0,,,
2391,2headed Wolf Swim,2headed_Wolf_Swim.kfa,20,30,30,loop,,4,0,0,0,0,0,,,
2392,2headed Wolf Walk,2headed_Wolf_Walk.kfa,40,30,30,loop,,4,0,0,0,0,0,,,
2393,Cata - Valkyn Male Idle,I_ValM.kfa,120,15,30,loop,,4,0,0,0,0,0,,,
2394,Ballista idle,seige_ball_mount_F_idle.kfa,1,30,30,loop,,1,0,0,1,0,0,,,
2395,Ballista load,seige_ball_mount_F_load.kfa,240,30,30,clamp,,1,0,0,1,0,0,,,
2396,Ballista attack,seige_ball_mount_F_Fire.kfa,30,30,30,clamp,,1,0,0,1,0,0,,,
2397,Catapult Load,seige_cat_mount_load.kfa,300,30,30,clamp,,1,0,0,1,0,0,,,
2398,Catapult Fire,seige_cat_mount_Fire.kfa,30,30,30,clamp,,1,0,0,1,0,0,,,
2399,Catapult Idle,seige_cat_mount_idle.kfa,1,30,30,loop,,1,0,0,1,0,0,,,
2400,Ballista Fire,seige_ball_ranged_F_Fire.kfa,30,30,30,clamp,,1,0,0,1,0,0,,,
2401,Ballista Idle,seige_ball_ranged_F_idle.kfa,1,30,30,loop,,1,0,0,1,0,0,,,
2402,Ballista Load,seige_ball_ranged_F_load.kfa,360,30,30,clamp,,1,0,0,1,0,0,,,
2403,Ballista Walk,seige_ball_ranged_F_walk.kfa,120,30,30,loop,,1,0,0,1,0,0,,,
2404,Ranged Cata Fire,seige_cat_ranged_Fire.kfa,30,30,30,clamp,,1,0,0,1,0,0,,,
2405,Ranged Cata Idle,seige_cat_ranged_idle.kfa,1,30,30,loop,,1,0,0,1,0,0,,,
2406,Ranged Cata Load,seige_cat_ranged_load.kfa,300,30,30,clamp,,1,0,0,1,0,0,,,
2407,Ranged Cata Walk,seige_cat_ranged_walk.kfa,120,30,30,loop,,1,0,0,1,0,0,,,
2408,Treb Load,seige_TREB_ranged_Load.kfa,450,30,30,clamp,,1,0,0,1,0,0,,,
2409,Treb Walk,seige_TREB_ranged_walk.kfa,120,5,30,loop,,1,0,0,1,0,0,,,
2410,Treb Idle,seige_TREB_ranged_idle.kfa,1,30,30,loop,,1,0,0,1,0,0,,,
2411,Treb Fire,seige_TREB_ranged_Fire.kfa,91,30,30,clamp,,1,0,0,1,0,0,,,
2412,Hound Search,wolf_search.kfa,60,30,30,loop,,0,0,0,1,0,0,,,
2413,Hound Find,wolf_find.kfa,50,30,30,loop,,0,0,0,1,0,0,,,
2414,Siege Ram idle,siege_ram_heavy_idle.kfa,1,30,30,loop,,1,0,0,1,0,0,,,
2415,Siege Ram load,siege_ram_heavy_load.kfa,150,30,30,clamp,,1,0,0,1,0,0,,,
2416,Siege Ram Fire,siege_ram_heavy_fire.kfa,70,30,30,clamp,,1,0,0,1,0,0,,,
2417,Siege Ram Walk,siege_ram_heavy_walk.kfa,90,30,30,loop,,1,0,0,1,0,0,,,
2418,Scorpion Load,siege_scor_load.kfa,300,30,30,clamp,,1,0,0,1,0,0,,,
2419,Scorpion Idle,siege_scor_idle.kfa,1,30,30,loop,,1,0,0,1,0,0,,,
2420,Scorpion Fire,siege_scor_Fire.kfa,40,30,30,clamp,,1,0,0,1,0,0,,,
2421,BritM_attack,BritM_attack.kfa,46,30,30,clamp,,4,0,0,0,0,0,,,
2422,BritM_Flinch,BritM_Flinch.kfa,34,30,30,clamp,,4,0,0,0,0,0,,,
2423,BritM_cidle,BritM_cidle.kfa,60,30,30,loop,,4,0,0,0,0,0,,,
2424,BritM_spell,BritM_spell.kfa,80,30,30,clamp,,4,0,0,0,0,0,,,
2425,BritM_walk,BritM_walk.kfa,36,30,30,loop,,4,0,0,0,0,0,,,
2426,I_BritM,I_BritM.kfa,120,30,30,loop,,4,0,0,0,0,0,,,
2427,Boiling Oil Idle,siege_boiling_idle.kfa,1,30,30,loop,,1,0,0,0,0,0,,,
2428,Boiling Oil Attack,siege_boiling_attack.kfa,130,30,30,clamp,,1,0,0,0,0,0,,,
2429,BritM_idle,BritM_idle.kfa,120,30,30,loop,,4,0,0,0,0,0,,,
2430,BritM_JumpA,BritM_JumpA.kfa,24,30,30,clamp,,4,0,0,0,0,0,,,
2431,BritM_JumpB,BritM_JumpB.kfa,44,30,30,clamp,,4,0,0,0,0,0,,,
2432,BritM_Run,BritM_Run.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
2433,BritM_spell,BritM_spell.kfa,80,30,30,clamp,,4,0,0,0,0,0,,,
2434,BritM_walk,BritM_walk.kfa,36,30,30,loop,,4,0,0,0,0,0,,,
2435,BritM_EMCheer,BritM_EMCheer.kfa,60,30,30,clamp,,4,0,0,0,0,0,,,
2436,BritM_EMWave,BritM_EMWave.kfa,46,30,30,clamp,,4,0,0,0,0,0,,,
2437,BritM_EMClap,BritM_EMClap.kfa,43,30,30,clamp,,4,0,0,0,0,0,,,
2438,BritM_Gride,BritM_Gride.kfa,32,30,30,loop,,4,0,0,0,0,0,,,
2439,Brit Sit,BritM_sitA.kfa,24,30,30,clamp,,4,0,0,0,0,0,,,
2440,Brit Sit Idle,BritM_sitB.kfa,120,30,30,loop,,4,0,0,0,0,0,,,
2441,Lurikeen Walk,LuriM_Walk.kfa,44,30,30,loop,,4,0,0,0,0,0,,,
2442,Lurikeen Run,LuriM_Run.kfa,24,30,30,loop,,4,0,0,0,0,0,,,
2443,Valkyn Male Idle,I_ValM.kfa,120,30,30,loop,,4,0,0,0,0,0,,,
2444,Valkyn Male Walk,ValM_walk.kfa,46,30,30,loop,,4,0,0,0,0,0,,,
2445,Valkyn Male Run,ValM_Run.kfa,22,30,30,loop,,4,0,0,0,0,0,,,
2446,Valkyn Male Sit,ValM_sitA.kfa,45,30,30,clamp,,4,0,0,0,0,0,,,
2447,Valkyn Male Sit Idle,ValM_sitB.kfa,90,30,30,loop,,4,0,0,0,0,0,,,
2448,Brit Female Idle,I_BritF.kfa,120,30,30,loop,,4,0,0,0,0,0,,,
2449,Brit Female Walk,BritF_walk.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
2450,Brit Female Run,BritF_run.kfa,24,30,30,loop,,4,0,0,0,0,0,,,
2451,Brit Female Sit,BritF_sitA.kfa,40,30,30,clamp,,4,0,0,0,0,0,,,
2452,Brit Female Sit Idle,BritF_sitB.kfa,90,30,30,loop,,4,0,0,0,0,0,,,
2453,Brit Male Death,BritM_Death.kfa,70,30,30,clamp,,4,0,0,0,0,0,,,
2454,Elf Male Idle,I_ELFM.kfa,120,30,30,loop,,4,0,0,0,0,0,,,
2455,Strafe Left,Catst_HM_L.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
2456,Strafe Right,Catst_HM_R.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
2457,Brit Cast A,BritM_spellA.kfa,40,30,30,clamp,,4,0,0,0,0,0,,3356,
2458,Brit Cast B,BritM_spellB.kfa,20,30,30,loop,,4,0,0,0,0,0,,3355,
2459,Brit Cast C,BritM_spellC.kfa,46,30,30,clamp,,4,0,0,0,0,0,,3354,
2460,Valkyn Male Combat Idle,ValM_Cidle.kfa,30,30,30,loop,,4,0,0,0,,,,,
2461,Valkyn Male Attack 1,ValM_attack1.kfa,42,30,30,clamp,,4,0,0,0,,,,,
2462,Valkyn Male Attack 2,ValM_attack2.kfa,52,30,30,clamp,,4,0,0,0,,,,,
2463,Valkyn Male Spell,ValM_Spell.kfa,80,30,30,clamp,,4,0,0,0,,,,,
2464,Valkyn Male Death,ValM_Death.kfa,70,30,30,clamp,,4,0,0,0,,,,,
2465,Valkyn Male Flinch,ValM_Flinch.kfa,33,30,30,clamp,,4,0,0,0,,,,,
2466,E3 Brit Idle,BritM_idle01.kfa,120,30,30,loop,,4,0,0,0,,,,,
2467,Valkyn Wave,ValM_EmWave.kfa,46,30,30,clamp,,4,0,0,0,,,,,
2468,Valkyn Clap,ValM_EmClap.kfa,43,30,30,clamp,,4,0,0,0,,,,,
2469,Valkyn Cheer,ValM_EmCheer.kfa,60,30,30,clamp,,4,0,0,0,,,,,
2470,Alt Valkyn Male Idle,I_ValM01.kfa,120,30,30,loop,,4,0,0,0,,,,,
2482,Large Boat Idle,Boat_large_F_idle.kfa,240,30,30,loop,,1,0,0,0,,,,,
2483,Large Boat Run,Boat_large_F_walk.kfa,360,30,30,loop,,1,0,0,0,,,,,
2484,Medium Boat Idle,Boat_med_F_idle.kfa,200,30,30,loop,,1,0,0,0,,,,,
2485,Medium Boat Run,Boat_med_F_walk.kfa,200,30,30,loop,,1,0,0,0,,,,,
2486,Small Boat Idle,Boat_small_F_idle.kfa,200,30,30,loop,,1,0,0,0,,,,,
2487,Small Boat Run,Boat_small_F_walk.kfa,200,30,30,loop,,1,0,0,0,,,,,
2488, Ranged Scorpion Idle,siege_scor_ranged_idle.kfa,1,30,30,loop,,1,0,0,1,0,0,,,
2489,Ranged Scorpion Load,siege_scor_ranged_load.kfa,300,30,30,clamp,,1,0,0,1,0,0,,,
2490,Ranged Scorpion Fire,siege_scor_ranged_Fire.kfa,40,30,30,clamp,,1,0,0,1,0,,,,
2491,Mounted Treb Load,seige_TREB_mounted_load.kfa,450,30,30,clamp,,1,0,0,1,0,0,,,
2492,Treb Idle,seige_TREB_mounted_idle.kfa,1,30,30,loop,,1,0,0,1,0,0,,,
2493,Treb Fire,seige_TREB_mounted_fire.kfa,91,30,30,clamp,,1,0,0,1,0,0,,,
2494,Crossbow RA Idle,A_H_RA_A.kfa,30,30,30,loop,,1,0,0,0,0,0,,,
2495,Crossbow RA Draw,A_H_RA_B.kfa,30,30,30,clamp,,1,0,0,0,0,0,,,
2496,Crossbow RA Fire,A_H_RA_C.kfa,30,30,30,clamp,,1,0,0,0,0,0,,,
2497,Sneak Idle,CRI_HM.kfa,15,10,15,loop,,1,0,0,0,0,0,,,
2498,Sneak walk,CR_HM.kfa,18,15,15,loop,,1,0,0,0,0,0,,,
2499,Troll Male Run,Troll_M_run.kfa,28,30,30,loop,,4,0,0,0,0,0,,,
2500,Brit Male Run,Brit_M_run.kfa,28,30,30,loop,,4,0,0,0,0,0,,,
2501,Dwarf Male Run,Dwarf_M_run.kfa,28,30,30,loop,,4,0,0,1,0,0,,,
2502,Mine Cart Motion,Kobold_minecart_F.kfa,30,30,30,loop,,3,0,0,0,0,0,,,
2503,Mine Cart Ride Idle,cat_rider01_minecart.kfa,30,30,30,loop,,3,0,0,0,0,0,,,
2504,Mine Cart Idle,Kobold_minecart_I.kfa,1,30,30,loop,,3,0,0,0,0,0,,,
2505,Terracite Walk,terracite_walk.kfa,30,30,30,loop,,3,0,0,0,0,0,,,
2506,Terracite Run,terracite_run.kfa,24,30,30,loop,,3,0,0,0,0,0,,,
2507,Terracite Bow 1,terracite_bow1.kfa,37,30,30,clamp,,3,0,0,0,0,0,,,
2508,Terracite Bow 2,terracite_bow2.kfa,7,30,30,loop,,3,0,0,0,0,0,,,
2509,Terracite Bow 3,terracite_bow3.kfa,13,30,30,clamp,,3,0,0,0,0,0,,,
2510,Terracite Cast 1,terracite_cast_ready.kfa,30,30,30,clamp,,3,0,0,0,0,0,,,
2511,Terracite Cast 2,terracite_cast_aim.kfa,30,30,30,loop,,3,0,0,0,0,0,,,
2512,Terracite Cast 3,terracite_cast_fire.kfa,30,30,30,clamp,,3,0,0,0,0,0,,,
2513,Terracite Cidle,terracite_cidle.kfa,30,30,30,loop,,3,0,0,0,0,0,,,
2514,Terracite Die,terracite_die.kfa,72,30,30,clamp,,3,0,0,0,0,0,,,
2515,Terracite Flinch,terracite_flinch.kfa,15,30,30,loop,,3,0,0,0,0,0,,,
2516,Terracite Idle 1,terracite_idle.kfa,60,30,30,loop,,3,0,0,0,0,0,,,
2517,Terracite Idle 2,terracite_idle2.kfa,30,30,30,loop,,3,0,0,0,0,0,,,
2518,Terracite Attack,terracite_attack.kfa,60,30,30,clamp,,3,0,0,0,0,0,,,
2519,Gargoyle Cast 1,gargoyle_spell_ready.kfa,30,30,30,clamp,,3,0,0,0,0,0,,,
2520,Gargoyle Cast 2,gargoyle_spell_aim.kfa,30,30,30,loop,,3,0,0,0,0,0,,,
2521,Gargoyle Cast 3,gargoyle_spell_fire.kfa,30,30,30,clamp,,3,0,0,0,0,0,,,
2522,Gargoyle Idle 1,gargoyle_idle.kfa,30,30,30,loop,,3,0,0,0,0,0,,,
2523,Gargoyle Idle 2,gargoyle_idle2.kfa,60,30,30,loop,,3,0,0,0,0,0,,,
2524,Gargoyle Idle 3,gargoyle_idle3.kfa,90,30,30,loop,,3,0,0,0,0,0,,,
2525,Gargoyle Fly Flinch,gargoyle_fly_flinch.kfa,15,30,30,clamp,,3,0,0,0,0,0,,,
2526,Gargoyle Fly Die,gargoyle_fly_die.kfa,90,30,30,clamp,,3,0,0,0,0,0,,,
2527,Gargoyle Fly Cidle,gargoyle_fly_cidle.kfa,30,30,30,loop,,3,0,0,0,0,0,,,
2528,Gargoyle Fly Attack,gargoyle_fly_attack.kfa,30,30,30,clamp,,3,0,0,0,0,0,,,
2529,Gargoyle Fly,gargoyle_fly.kfa,30,30,30,loop,,3,0,0,0,0,0,,,
2530,Gargoyle Die,gargoyle_die.kfa,60,30,30,clamp,,3,0,0,0,0,0,,,
2531,Gargoyle Cidle,gargoyle_cidle.kfa,60,30,30,loop,,3,0,0,0,0,0,,,
2532,Gargoyle Attack,gargoyle_attack.kfa,30,30,30,clamp,,3,0,0,0,0,0,,,
2533,Gargoyle Flinch,gargoyle_flinch.kfa,15,30,30,clamp,,3,0,0,0,0,0,,,
2534,Cata Brit Male Walk,Cat_W_HM.kfa,17,15,15,loop,,4,0,0,0,0,0,2620,3247,
2535,Cata Brit Male Idle,Cat_I_HM.kfa,120,15,15,loop,,4,0,0,0,0,0,2742,3249,
2536,Cata Brit Male Run,Cat_R_HM.kfa,15,15,15,loop,,4,0,0,0,0,0,2620,3248,
2537,1H Crush Style 1,Cat_A_H_1C_CS01_01.kfa,14,15,15,clamp,,4,0,0,0,0,0,2958,3364,
2538,1H Crush Style 2,Cat_A_H_1C_CS01_02.kfa,13,15,15,clamp,,4,0,0,0,0,0,2957,3364,
2539,1H Crush Style 3,Cat_A_H_1C_CS01_03.kfa,24,15,15,clamp,,4,0,0,0,0,0,2956,3364,
2540,1H Crush Style 4,cat_A_H_1C_CS01_04.kfa,23,15,15,clamp,,4,0,0,0,0,0,2955,3364,
2541,1H Crush Style 5,Cat_A_H_1C_CS01_05.kfa,17,15,15,clamp,,4,0,0,0,0,0,2954,3364,
2542,Dual Wield Style 1,Cat_A_H_D2_CS01_01.kfa,21,15,15,clamp,333,4,0,0,0,0,0,3138,3364,
2543,Dual Wield Style 2,Cat_A_H_D2_CS01_02.kfa,18,15,15,clamp,400,4,0,0,0,0,0,,,
2544,Dual Wield Style 3,Cat_A_H_D2_CS01_03.kfa,22,15,15,clamp,400,4,0,0,0,0,0,,,
2545,Dual Wield Style 4,Cat_A_H_D2_CS01_04.kfa,23,15,15,clamp,,4,0,0,0,0,0,,,
2546,Dual Wield Style 5,Cat_A_H_D2_CS01_05.kfa,20,15,15,clamp,,4,0,0,0,0,0,,,
2547,Flex Weapon Style 1,Cat_A_H_1FW_CS01.kfa,30,15,15,clamp,,4,0,0,0,0,0,2953,3364,
2548,Flex Weapon Style 3,Cat_A_H_1FW_CS03.kfa,17,15,15,clamp,,4,0,0,0,0,0,2952,3364,
2549,Flex Weapon Style 4,Cat_A_H_1FW_CS04.kfa,22,15,15,clamp,,4,0,0,0,0,0,2951,3364,
2550,Flex Weapon Style 6,Cat_A_H_1FW_CS06.kfa,16,15,15,clamp,,4,0,0,0,0,0,2950,3364,
2551,Flex Weapon Style 7,Cat_A_H_1FW_CS07.kfa,23,15,15,clamp,,4,0,0,0,0,0,2949,3364,
2552,Critical Strike 1,Cat_A_H_1R_CS01.kfa,15,15,15,clamp,,4,0,0,0,0,0,2946,3364,
2553,Critical Strike 2,Cat_A_H_1R_CS02.kfa,15,15,15,clamp,,4,0,0,0,0,0,2945,3364,
2554,Critical Strike 3,Cat_A_H_1R_CS03.kfa,15,15,15,clamp,,4,0,0,0,0,0,2944,3364,
2555,Critical Strike 4,Cat_A_H_1R_CS04.kfa,31,15,15,clamp,,4,0,0,0,0,0,2943,3364,
2556,Critical Strike 5,Cat_A_H_1R_CS05.kfa,25,15,15,clamp,,4,0,0,0,0,0,2942,3364,
2557,Critical Strike 6,Cat_A_H_1R_CS06.kfa,25,15,15,clamp,,4,0,0,0,0,0,2941,3364,
2558,Critical Strike 7,Cat_A_H_1R_CS07.kfa,26,15,15,clamp,,4,0,0,0,0,0,2940,3364,
2559,Critical Strike 8,Cat_A_H_1R_CS08.kfa,24,15,15,clamp,,4,0,0,0,0,0,2939,3364,
2560,1 Handed Slash Style 1,Cat_A_H_1S_CS01_01.kfa,14,15,15,clamp,,4,0,0,0,0,0,2938,3364,
2561,1 Handed Slash Style 2,Cat_A_H_1S_CS01_02.kfa,14,15,15,clamp,,4,0,0,0,0,0,2937,3364,
2562,1 Handed Slash Style 3,Cat_A_H_1S_CS01_03.kfa,22,15,15,clamp,,4,0,0,0,0,0,2936,3364,
2563,1 Handed Slash Style 4,Cat_A_H_1S_CS01_04.kfa,16,15,15,clamp,,4,0,0,0,0,0,2935,3364,
2564,1 Handed Slash Style 5,Cat_A_H_1S_CS01_05.kfa,21,15,15,clamp,,4,0,0,0,0,0,2934,3364,
2565,1 Handed Slash Style 6,Cat_A_H_1S_CS01_06.kfa,22,15,15,clamp,250,4,0,0,0,0,0,2933,3364,
2566,Dirt Throw,CAT_A_H_1S_DTHROW.kfa,16,15,15,clamp,,4,0,0,0,0,0,2932,3249,
2567,Frenzy Animation,Cat_A_H_1S_FRENZY.kfa,25,15,15,clamp,600,4,0,0,0,0,0,2931,3249,
2570,Left hand attack low,Cat_A_H_1L_low.kfa,14,15,15,clamp,,4,0,0,0,0,0,2763,3364,
2571,Left hand attack med,Cat_A_H_1L_med.kfa,14,15,15,clamp,,4,0,0,0,0,0,2764,3364,
2572,Left hand attack high,Cat_A_H_1L_high.kfa,14,15,15,clamp,,4,0,0,0,0,0,2762,3364,
2573,Troll Idle,Cat_troll_idle.kfa,60,15,15,loop,,4,0,0,0,0,0,2742,3249,
2574,Valkyn Male Idle,Cat_I_VM.kfa,60,15,15,loop,,4,0,0,0,0,0,2742,3249,
2575,Troll Walk,Cat_troll_walk.kfa,22,15,15,loop,,4,0,0,0,0,0,2620,3247,
2576,Valkyn Male Walk,Cat_W_VM.kfa,18,15,15,loop,,4,0,0,0,0,0,2620,3247,
2577,Troll Run,Cat_troll_run.kfa,18,15,15,loop,,4,0,0,0,0,0,2620,3248,
2578,Valkyn Male Run,Cat_R_VM.kfa,11,15,15,loop,,4,0,0,0,0,0,2620,3248,
2579,Troll Sit A,Cat_S_TM_A.kfa,14,15,15,clamp,,4,0,0,0,0,0,2745,3249,
2580,Troll Sit B,Cat_S_tM_B.kfa,30,15,15,loop,,4,0,0,0,0,0,2746,3249,
2581,1 Handed attack high,Cat_A_H_1S_HIGH.kfa,14,15,15,clamp,,4,0,0,0,0,0,2765,3364,
2584,1 Handed attack low,Cat_A_H_1S_LOW.kfa,17,15,15,clamp,,4,0,0,0,0,0,2766,3364,
2585,1 Handed attack med,Cat_A_H_1S_MED.kfa,17,15,15,clamp,,4,0,0,0,0,0,2767,3364,
2586,1 Hand Thrust Attack High,Cat_A_H_1T_HIGH.kfa,17,15,15,clamp,,4,0,0,0,0,0,2768,3364,
2587,2 Hand Thrust Attack Low,Cat_A_H_1T_Low.kfa,17,15,15,clamp,,4,0,0,0,0,0,2769,3364,
2588,3 Hand Thrust Attack Med,Cat_A_H_1T_Med.kfa,17,15,15,clamp,,4,0,0,0,0,0,2770,3364,
2590,Human Spear Style 1,Cat_A_H_1SP_CS001.kfa,18,15,15,clamp,,4,0,0,0,0,0,,,
2591,Style 1h Thrust 01,Cat_A_H_1T_CS01_01.kfa,26,15,15,clamp,,4,0,0,0,0,0,3133,3364,
2592,Style 1h Thrust 02,Cat_A_H_1T_CS01_02.kfa,23,15,15,clamp,,4,0,0,0,0,0,3134,3364,
2593,Style 1h Thrust 03,Cat_A_H_1T_CS01_03.kfa,30,15,15,clamp,,4,0,0,0,0,0,3135,3364,
2594,Style 1h Thrust 04,Cat_A_H_1T_CS01_04.kfa,29,15,15,clamp,800,4,0,0,0,0,0,3136,3364,
2595,Style 1h Thrust 05,Cat_A_H_1T_CS01_05.kfa,26,15,15,clamp,400,4,0,0,0,0,0,3137,3364,
2596,Dual Wield High,Cat_A_H_1D_HIGH.kfa,17,15,15,clamp,,4,0,0,0,0,0,2759,3249,
2597,Dual Wield Low,cat_A_H_1D_LOW.kfa,17,15,15,clamp,400,4,0,0,0,0,0,2760,3249,
2598,Dual Wield Med,Cat_A_H_1D_MED.kfa,17,15,15,clamp,,4,0,0,0,0,0,2761,3249,
2599,Throw 1,Cat_A_H_1TH_1.kfa,37,15,15,clamp,,4,0,0,0,0,0,,,
2600,Throw 2,Cat_A_H_1TH_2.kfa,14,15,15,loop,,4,0,0,0,0,0,,,
2601,Throw 3,Cat_A_H_1TH_3.kfa,13,15,15,clamp,,4,0,0,0,0,0,,,
2602,Bow Attack 1,Cat_A_H_2B_1.kfa,37,15,15,clamp,,4,0,0,0,0,0,2771,3363,
2603,Bow Attack 2,Cat_A_H_2B_2.kfa,14,15,15,loop,,4,0,0,0,0,0,2772,3362,
2604,Bow Attack 3,Cat_A_H_2B_3.kfa,13,15,15,clamp,,4,0,0,0,0,0,2773,3361,
2605,Spear combat idle,Cat_CI_H_1SP.kfa,30,15,15,loop,,4,0,0,0,0,0,2748,3249,
2606,Bow combat idle,Cat_CI_H_2B.kfa,16,15,15,loop,733,4,0,0,0,0,0,2749,3249,
2607,Two handed combat idle,Cat_CI_H_N2S.kfa,30,15,15,loop,,4,0,0,0,0,0,2752,3249,
2608,Scythe combat idle,Cat_CI_H_Scythe.kfa,18,15,15,loop,,4,0,0,0,0,0,2753,3249,
2609,Crossbow Idle,Cat_CI_H_2CB.kfa,16,15,15,loop,,4,0,0,0,0,0,2750,3249,
2610,Polearm combat idle,Cat_CI_H_W2S.kfa,18,15,15,loop,,4,0,0,0,0,0,2754,3249,
2611,Staff Combat idle,Cat_CI_H_W2ST.kfa,16,15,15,loop,,4,0,0,0,0,0,2755,3249,
2612,Dwarf Male 2H combat idle,Cat_CI_HD_N2S.kfa,30,15,15,loop,,4,0,0,0,0,0,,,
2613,Troll 2h combat idle,Cat_CI_T_N2S.kfa,18,15,15,loop,,4,0,0,0,0,0,,,
2615,Death,Cat_D_HM.kfa,35,15,15,clamp,,4,0,0,0,0,0,2756,3249,
2617,Jump A,Cat_JU_H_A.kfa,6,15,15,clamp,,4,0,0,0,0,0,,3434,
2618,Jump B,Cat_JU_H_B.kfa,11,15,15,clamp,,4,0,0,0,0,0,,3435,
2619,Catacomb Mount Horse,Cat_RH_H.kfa,7,15,15,loop,,4,0,0,0,0,0,,,
2620,Swim,Cat_SW_H.kfa,28,10,15,loop,,4,0,0,0,0,0,,3486,
2622,Drink,Cat_Drink_spell.kfa,149,25,30,clamp,,4,0,0,0,0,0,,,
2623,Cata Emote Beg,Cat_EM_BEG.kfa,61,15,15,clamp,,4,0,0,0,0,0,2983,3249,
2625,Cata Emote Blush,CAT_EM_BLUSHKICK.kfa,25,15,15,clamp,,4,0,0,0,0,0,2963,3249,
2626,Cata Emote Bow,Cat_EM_BOW.kfa,25,15,15,clamp,,4,0,0,0,0,0,2964,3249,
2627,Cata Emote Taunt,Cat_EM_CG.kfa,50,30,30,clamp,,4,0,0,0,0,0,,3249,
2628,Cata Emote Cheer,Cat_EM_cheer.kfa,60,30,30,clamp,,4,0,0,0,0,0,2965,3370,
2629,Cata Emote Chicken,Cat_EM_Chicken.kfa,24,15,15,clamp,,4,0,0,0,0,0,,3249,
2630,Cata Emote Clap,Cat_EM_Clap.kfa,21,15,15,clamp,,4,0,0,0,0,0,2966,3368,
2632,Cata Emote Cry,Cat_EM_CRY.kfa,24,15,15,clamp,,4,0,0,0,0,0,,3249,
2633,Cata Emote Curtsey,Cat_EM_CURTSEY.kfa,35,15,15,clamp,,4,0,0,0,0,0,,3249,
2634,Cata Emote Flex 2 ,Cat_EM_DBLFLEX.kfa,70,15,15,clamp,,4,0,0,0,0,0,2968,3249,
2635,Cata Emote Flex,Cat_EM_FLEX.kfa,18,15,15,clamp,,4,0,0,0,0,0,2969,3249,
