2500 Limit,,NIF,,Expansion,[0] Flex,[1] Flex,[2] Flex,[3] Flex,[4] Flex,[5] Flex,[6] Flex,[7] Flex,[8] Flex,[9] Flex,Back,Housing,Frontiers,New,Cata Morph,Cata Morph,Cata Morph,Cata Morph,Cata,Cata %,Helm
1891,Alb Mauler Champion Staff,ChampionWeapon_AlbMauler_Staff01,0,1,,,,,,,,,,,,,,,,,,,,,
1892,Mid Mauler Champion Staff,ChampionWeapon_MidMauler_Staff01,0,1,,,,,,,,,,,,,,,,,,,,,
1893,Mid Mauler Champion Glove,ChampionWeapon_MidMauler_Punch01,0,1,,,,,,,,,,,,,,,,,,,,,
1894,Destroyed Desk and Chair Prop,desk_destroyed_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1895,Lab_Flex_thrust,Lab_Flex_thrust,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,0,,,,,,,,,,
1896,Lab_Flex_slash,Lab_Flex_slash,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,0,,,,,,,,,,
1897,Lab_Flex_blunt,Lab_Flex_blunt,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,0,,,,,,,,,,
1898,Lab_crossbow,Lab_crossbow,0,1,,,,,,,,,,,,,,,,,,,,,
1899,Lab_2h_sword_thrust,Lab_2h_sword_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
1900,Lab_2h_sword_slash,Lab_2h_sword_slash,0,1,,,,,,,,,,,,,,,,,,,,,
1901,Lab_2h_spear_thrust,Lab_2h_spear_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
1902,Lab_2h_spear_slash,Lab_2h_spear_slash,0,1,,,,,,,,,,,,,,,,,,,,,
1903,Lab_2h_hammer_blunt,Lab_2h_hammer_blunt,0,1,,,,,,,,,,,,,,,,,,,,,
1904,Lab_2h_axe,Lab_2h_axe,0,1,,,,,,,,,,,,,,,,,,,,,
1905,Lab_shortbow,Lab_shortbow,0,1,,,,,,,,,,,,,,,,,,,,,
1906,Lab_longbow,Lab_longbow,0,1,,,,,,,,,,,,,,,,,,,,,
1907,Lab_scythe,Lab_scythe,0,1,,,,,,,,,,,,,,,,,,,,,
1908,Lab_quarterstaff,Lab_quarterstaff,0,1,,,,,,,,,,,,,,,,,,,,,
1909,Lab_magicstaff,Lab_magicstaff,0,1,,,,,,,,,,,,,,,,,,,,,
1910,Lab_XLarge_shield,Lab_Shield_XLarge,0,1,,,,,,,,,,,,,,,,,,,,,
1911,Lab_Large_shield,Lab_Shield_Large,0,1,,,,,,,,,,,,,,,,,,,,,
1912,Lab_Small_shield,Lab_Shield_Small,0,1,,,,,,,,,,,,,,,,,,,,,
1913,Lab_pole-arm_thrust,Lab_pole-arm_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
1914,Lab_pole-arm_slash,Lab_pole-arm_slash,0,1,,,,,,,,,,,,,,,,,,,,,
1915,Lab_pole-arm_blunt,Lab_pole-arm_blunt,0,1,,,,,,,,,,,,,,,,,,,,,
1916,Lab_1h_sword_slash_offhand,Lab_1h_sword_slash_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1917,Lab_1h_sword_slash_mainhand,Lab_1h_sword_slash_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1918,Lab_1h_hammer_blunt_offhand,Lab_1h_hammer_blunt_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1919,Lab_1h_hammer_blunt_mainhand,Lab_1h_hammer_blunt_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1920,Lab_1h_sword_thrust_offhand,Lab_1h_sword_thrust_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1921,Lab_1h_sword_thrust_mainhand,Lab_1h_sword_thrust_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1922,Lab_1h_axe_offhand,Lab_1h_axe_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1923,Lab_1h_axe_mainhand,Lab_1h_axe_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1924,Lab_handtohand_slash_offhand,Lab_handtohand_slash_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1925,Lab_handtohand_slash_mainhand,Lab_handtohand_slash_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1926,Lab_handtohand_blunt_offhand,Lab_handtohand_blunt_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1927,Lab_handtohand_blunt_mainhand,Lab_handtohand_blunt_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1928,Lab_handtohand_thrust_offhand,Lab_handtohand_thrust_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1929,Lab_handtohand_thrust_mainhand,Lab_handtohand_thrust_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1930,Lab Harp,Lab_harp,0,1,,,,,,,,,,,,,,,,,,,,,
1931,Clas_Alb_HorseTrophy_5Years,Clas_Alb_HorseTrophy_5Years,0,1,,,,,,,,,,,,1,,,,,,,,,
1932,Clas_Hib_HorseTrophy_5Years,Clas_Hib_HorseTrophy_5Years,0,1,,,,,,,,,,,,1,,,,,,,,,
1933,Clas_Mid_HorseTrophy_5Years,Clas_Mid_HorseTrophy_5Years,0,1,,,,,,,,,,,,1,,,,,,,,,
1934,Dracolich_Trophy,Dracolich_Trophy,0,1,,,,,,,,,,,,1,,,,,,,,,
1935,5 Year Camelot Shield,Int_wall_5yrshield,0,1,,,,,,,,,,,,1,,,,,,,,,
1936,Lab_scorched_Flex_thrust,Lab_scorched_Flex_thrust,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,0,,,,,,,,,,
1937,Lab_scorched_Flex_slash,Lab_scorched_Flex_slash,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,0,,,,,,,,,,
1938,Lab_scorched_Flex_blunt,Lab_scorched_Flex_blunt,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,0,,,,,,,,,,
1939,Lab_scorched_crossbow,Lab_scorched_crossbow,0,1,,,,,,,,,,,,,,,,,,,,,
1940,Lab_scorched_shortbow,Lab_scorched_shortbow,0,1,,,,,,,,,,,,,,,,,,,,,
1941,Lab_scorched_longbow,Lab_scorched_longbow,0,1,,,,,,,,,,,,,,,,,,,,,
1942,Lab_scorched_2h_sword_thrust,Lab_scorched_2h_sword_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
1943,Lab_scorched_2h_sword_slash,Lab_scorched_2h_sword_slash,0,1,,,,,,,,,,,,,,,,,,,,,
1944,Lab_scorched_2h_hammer_blunt,Lab_scorched_2h_hammer_blunt,0,1,,,,,,,,,,,,,,,,,,,,,
1945,Lab_scorched_2h_axe,Lab_scorched_2h_axe,0,1,,,,,,,,,,,,,,,,,,,,,
1946,Lab_scorched_Shield_XLarge,Lab_scorched_Shield_XLarge,0,1,,,,,,,,,,,,,,,,,,,,,
1947,Lab_scorched_Shield_Small,Lab_scorched_Shield_Small,0,1,,,,,,,,,,,,,,,,,,,,,
1948,Lab_scorched_Shield_Large,Lab_scorched_Shield_Large,0,1,,,,,,,,,,,,,,,,,,,,,
1949,Lab_scorched_scythe,Lab_scorched_scythe,0,1,,,,,,,,,,,,,,,,,,,,,
1950,Lab_scorched_quarterstaff,Lab_scorched_quarterstaff,0,1,,,,,,,,,,,,,,,,,,,,,
1951,Lab_scorched_2h_spear_thrust,Lab_scorched_2h_spear_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
1952,Lab_scorched_pole-arm_thrust,Lab_scorched_pole-arm_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
1953,Lab_scorched_2h_spear_slash,Lab_scorched_2h_spear_slash,0,1,,,,,,,,,,,,,,,,,,,,,
1954,Lab_scorched_pole-arm_slash,Lab_scorched_pole-arm_slash,0,1,,,,,,,,,,,,,,,,,,,,,
1955,Lab_scorched_pole-arm_blunt,Lab_scorched_pole-arm_blunt,0,1,,,,,,,,,,,,,,,,,,,,,
1956,Lab_scorched_1h_sword_thrust_offhand,Lab_scorched_1h_sword_thrust_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1957,Lab_scorched_1h_sword_slash_offhand,Lab_scorched_1h_sword_slash_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1958,Lab_scorched_1h_hammer_blunt_offhand,Lab_scorched_1h_hammer_blunt_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1959,Lab_scorched_1h_axe_offhand,Lab_scorched_1h_axe_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1960,Lab_scorched_1h_sword_thrust_mainhand,Lab_scorched_1h_sword_thrust_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1961,Lab_scorched_1h_sword_slash_mainhand,Lab_scorched_1h_sword_slash_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1962,Lab_scorched_1h_hammer_blunt_mainhand,Lab_scorched_1h_hammer_blunt_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1963,Lab_scorched_1h_axe_mainhand,Lab_scorched_1h_axe_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1964,Lab_scorched_magicstaff,Lab_scorched_magicstaff,0,1,,,,,,,,,,,,,,,,,,,,,
1965,Lab_scorched_harp,Lab_scorched_harp,0,1,,,,,,,,,,,,,,,,,,,,,
1966,Lab_scorched_handtohand_thrust_offhand,Lab_scorched_handtohand_thrust_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1967,Lab_scorched_handtohand_thrust_mainhand,Lab_scorched_handtohand_thrust_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1968,Lab_scorched_handtohand_slash_offhand,Lab_scorched_handtohand_slash_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1969,Lab_scorched_handtohand_slash_mainhand,Lab_scorched_handtohand_slash_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1970,Lab_scorched_handtohand_blunt_offhand,Lab_scorched_handtohand_blunt_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1971,Lab_scorched_handtohand_blunt_mainhand,Lab_scorched_handtohand_blunt_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1972,Mauler Unlock Trophy,Int_mauler_unlock,0,1,,,,,,,,,,,,1,,,,,,,,,
1973,Broken Seal Prop,broken_seal_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1974,Hibernian Dragon Egg,egg_dragon_h,0,1,,,,,,,,,,,,,,,,,,,,,
1975,Midgard Dragon Egg,egg_dragon_m,0,1,,,,,,,,,,,,,,,,,,,,,
1976,Albion Dragon Egg,egg_dragon_a,0,1,,,,,,,,,,,,,,,,,,,,,
1977,Charred Skeleton Prop,skeleton_charred_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1978,Broken Alb Dragon Egg,egg_dragon_a_broken,0,1,,,,,,,,,,,,,,,,,,,,,
1979,Cracked Alb Dragon Egg,egg_dragon_a_cracked,0,1,,,,,,,,,,,,,,,,,,,,,
1980,Broken Hib Dragon Egg,egg_dragon_h_broken,0,1,,,,,,,,,,,,,,,,,,,,,
1981,Cracked Hib Dragon Egg,egg_dragon_h_cracked,0,1,,,,,,,,,,,,,,,,,,,,,
1982,Broken Mid Dragon Egg,egg_dragon_m_broken,0,1,,,,,,,,,,,,,,,,,,,,,
1983,Cracked Mid Dragon Egg,egg_dragon_m_cracked,0,1,,,,,,,,,,,,,,,,,,,,,
1984,Saw Horse Prop,sawhorse_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1985,Small Scaffolding Prop,scaffolding_01_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1986,Medium Scaffolding Prop,scaffolding_02_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1987,Large Scaffolding Prop,scaffolding_03_prop,0,1,,,,,,,,,,,,,,,,,,,,,
1988,ADR_DragonSworn_bow_short,ADR_DragonSworn_bow_short,0,1,,,,,,,,,,,,,,,,,,,,,
1989,ADR_DragonSworn_Flex_thrust,ADR_DragonSworn_Flex_thrust,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,,,,,,,,,,,
1990,ADR_DragonSworn_Flex_slash,ADR_DragonSworn_Flex_slash,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,,,,,,,,,,,
1991,ADR_DragonSworn_Flex_blunt,ADR_DragonSworn_Flex_blunt,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,,,,,,,,,,,
1992,ADR_DragonSworn_handtohand_blunt_mainhand,ADR_DragonSworn_handtohand_blunt_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1993,ADR_DragonSworn_handtohand_blunt_offhand,ADR_DragonSworn_handtohand_blunt_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1994,ADR_DragonSworn_handtohand_slash_mainhand,ADR_DragonSworn_handtohand_slash_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1995,ADR_DragonSworn_handtohand_slash_offhand,ADR_DragonSworn_handtohand_slash_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1996,ADR_DragonSworn_handtohand_thrust_mainhand,ADR_DragonSworn_handtohand_thrust_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
1997,ADR_DragonSworn_handtohand_thrust_offhand,ADR_DragonSworn_handtohand_thrust_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
1998,ADR_DragonSworn_lute,ADR_DragonSworn_lute,0,1,,,,,,,,,,,,,,,,,,,,,
1999,ADR_DragonSworn_magicstaff,ADR_DragonSworn_magicstaff,0,1,,,,,,,,,,,,,,,,,,,,,
2000,ADR_DragonSworn_pole-arm_blunt,ADR_DragonSworn_pole-arm_blunt,0,1,,,,,,,,,,,,,,,,,,,,,
2001,ADR_DragonSworn_pole-arm_spear_slash,ADR_DragonSworn_pole-arm_spear_slash,0,1,,,,,,,,,,,,,,,,,,,,,
2002,ADR_DragonSworn_pole-arm_spear_thrust,ADR_DragonSworn_pole-arm_spear_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
2003,ADR_DragonSworn_quarterstaff,ADR_DragonSworn_quarterstaff,0,1,,,,,,,,,,,,,,,,,,,,,
2004,ADR_DragonSworn_scythe,ADR_DragonSworn_scythe,0,1,,,,,,,,,,,,,,,,,,,,,
2005,ADR_DragonSworn_Shield_Large,ADR_DragonSworn_Shield_Large,0,1,,,,,,,,,,,,,,,,,,,,,
2006,ADR_DragonSworn_Shield_Medium,ADR_DragonSworn_Shield_Medium,0,1,,,,,,,,,,,,,,,,,,,,,
2007,ADR_DragonSworn_Shield_Small,ADR_DragonSworn_Shield_Small,0,1,,,,,,,,,,,,,,,,,,,,,
2008,ADR_DragonSworn_1h_axe_mainhand,ADR_DragonSworn_1h_axe_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2009,ADR_DragonSworn_1h_axe_offhand,ADR_DragonSworn_1h_axe_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2010,ADR_DragonSworn_1h_hammer_blunt_mainhand,ADR_DragonSworn_1h_hammer_blunt_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2011,ADR_DragonSworn_1h_hammer_blunt_offhand,ADR_DragonSworn_1h_hammer_blunt_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2012,ADR_DragonSworn_1h_sword_slash_mainhand,ADR_DragonSworn_1h_sword_slash_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2013,ADR_DragonSworn_1h_sword_slash_offhand,ADR_DragonSworn_1h_sword_slash_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2014,ADR_DragonSworn_1h_sword_thrust_mainhand,ADR_DragonSworn_1h_sword_thrust_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2015,ADR_DragonSworn_1h_sword_thrust_offhand,ADR_DragonSworn_1h_sword_thrust_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2016,ADR_DragonSworn_2h_axe,ADR_DragonSworn_2h_axe,0,1,,,,,,,,,,,,,,,,,,,,,
2017,ADR_DragonSworn_2h_hammer_blunt,ADR_DragonSworn_2h_hammer_blunt,0,1,,,,,,,,,,,,,,,,,,,,,
2018,ADR_DragonSworn_2h_sword_slash,ADR_DragonSworn_2h_sword_slash,0,1,,,,,,,,,,,,,,,,,,,,,
2019,ADR_DragonSworn_2h_sword_thrust,ADR_DragonSworn_2h_sword_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
2020,ADR_DragonSworn_bow_cross,ADR_DragonSworn_bow_cross,0,1,,,,,,,,,,,,,,,,,,,,,
2021,ADR_DragonSworn_bow_long,ADR_DragonSworn_bow_long,0,1,,,,,,,,,,,,,,,,,,,,,
2022,Burned Lumber Prop 2,lumber_burned_02_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2023,Burned Lumber Prop 1,lumber_burned_01_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2024,Plagued Skeleton Prop,skeleton_plagued_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2025,Frozen Skeleton Prop,skeleton_frozen_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2026,Single Log Prop,log_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2027,Sign Prop Medal of Honor,sign_moa_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2028,Sign Prop Need for Speed,sign_nfsc_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2029,Sign Prop Sim City,sign_sserf_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2030,Sign Prop Army of Two,sign_aotwo_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2031,Sign Prop BF1042,sign_bf1042_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2032,Sign Prop Madden,sign_mcmadden_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2033,Test Quiver,ADR_DragonSworn_quiver,0,1,,,,,,,,,,,,,,,,,,,,,
2034,Ice Block Prop,ice_block_nocollide_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2035,Cot Prop,cot_prop,0,1,,,,,,,,,,,,,,,,,,,,,
2036,int_wall_trophy_mid_dragon_02,int_wall_trophy_mid_dragon_02,0,1,,,,,,,,,,,,1,,,,,,,,,
2037,int_wall_trophy_hib_dragon_02,int_wall_trophy_hib_dragon_02,0,1,,,,,,,,,,,,1,,,,,,,,,
2038,int_wall_trophy_alb_dragon_02,int_wall_trophy_alb_dragon_02,0,1,,,,,,,,,,,,1,,,,,,,,,
2039,ADR_DragonSlayer_Hib_Flex_blunt,ADR_DragonSlayer_Hib_Flex_blunt,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,,,,,,,,,,,
2040,ADR_DragonSlayer_Hib_bow_short,ADR_DragonSlayer_Hib_bow_short,0,1,,,,,,,,,,,,,,,,,,,,,
2041,ADR_DragonSlayer_Hib_bow_long,ADR_DragonSlayer_Hib_bow_long,0,1,,,,,,,,,,,,,,,,,,,,,
2042,ADR_DragonSlayer_Hib_bow_cross,ADR_DragonSlayer_Hib_bow_cross,0,1,,,,,,,,,,,,,,,,,,,,,
2043,ADR_DragonSlayer_Hib_2h_sword_thrust,ADR_DragonSlayer_Hib_2h_sword_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
2044,ADR_DragonSlayer_Hib_2h_sword_slash,ADR_DragonSlayer_Hib_2h_sword_slash,0,1,,,,,,,,,,,,,,,,,,,,,
2045,ADR_DragonSlayer_Hib_2h_hammer_blunt,ADR_DragonSlayer_Hib_2h_hammer_blunt,0,1,,,,,,,,,,,,,,,,,,,,,
2046,ADR_DragonSlayer_Hib_2h_axe,ADR_DragonSlayer_Hib_2h_axe,0,1,,,,,,,,,,,,,,,,,,,,,
2047,ADR_DragonSlayer_Hib_1h_sword_thrust_offhand,ADR_DragonSlayer_Hib_1h_sword_thrust_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2048,ADR_DragonSlayer_Hib_1h_sword_thrust_mainhand,ADR_DragonSlayer_Hib_1h_sword_thrust_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2049,ADR_DragonSlayer_Hib_1h_sword_slash_offhand,ADR_DragonSlayer_Hib_1h_sword_slash_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2050,ADR_DragonSlayer_Hib_1h_sword_slash_mainhand,ADR_DragonSlayer_Hib_1h_sword_slash_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2051,ADR_DragonSlayer_Hib_1h_hammer_blunt_offhand,ADR_DragonSlayer_Hib_1h_hammer_blunt_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2052,ADR_DragonSlayer_Hib_1h_hammer_blunt_mainhand,ADR_DragonSlayer_Hib_1h_hammer_blunt_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2053,ADR_DragonSlayer_Hib_1h_axe_offhand,ADR_DragonSlayer_Hib_1h_axe_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2054,ADR_DragonSlayer_Hib_1h_axe_mainhand,ADR_DragonSlayer_Hib_1h_axe_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2055,ADR_DragonSlayer_Hib_Shield_Small,ADR_DragonSlayer_Hib_Shield_Small,0,1,,,,,,,,,,,,,,,,,,,,,
2056,ADR_DragonSlayer_Hib_Shield_Medium,ADR_DragonSlayer_Hib_Shield_Medium,0,1,,,,,,,,,,,,,,,,,,,,,
2057,ADR_DragonSlayer_Hib_Shield_Large,ADR_DragonSlayer_Hib_Shield_Large,0,1,,,,,,,,,,,,,,,,,,,,,
2058,ADR_DragonSlayer_Hib_scythe,ADR_DragonSlayer_Hib_scythe,0,1,,,,,,,,,,,,,,,,,,,,,
2059,ADR_DragonSlayer_Hib_quiver,ADR_DragonSlayer_Hib_quiver,0,1,,,,,,,,,,,,,,,,,,,,,
2060,ADR_DragonSlayer_Hib_quarterstaff,ADR_DragonSlayer_Hib_quarterstaff,0,1,,,,,,,,,,,,,,,,,,,,,
2061,ADR_DragonSlayer_Hib_pole-arm_spear_thrust,ADR_DragonSlayer_Hib_pole-arm_spear_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
2062,ADR_DragonSlayer_Hib_pole-arm_spear_slash,ADR_DragonSlayer_Hib_pole-arm_spear_slash,0,1,,,,,,,,,,,,,,,,,,,,,
2063,ADR_DragonSlayer_Hib_pole-arm_blunt,ADR_DragonSlayer_Hib_pole-arm_blunt,0,1,,,,,,,,,,,,,,,,,,,,,
2064,ADR_DragonSlayer_Hib_magicstaff,ADR_DragonSlayer_Hib_magicstaff,0,1,,,,,,,,,,,,,,,,,,,,,
2065,ADR_DragonSlayer_Hib_harp,ADR_DragonSlayer_Hib_harp,0,1,,,,,,,,,,,,,,,,,,,,,
2066,ADR_DragonSlayer_Hib_h2h_thrust_offhand,ADR_DragonSlayer_Hib_h2h_thrust_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2067,ADR_DragonSlayer_Hib_h2h_thrust_mainhand,ADR_DragonSlayer_Hib_h2h_thrust_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2068,ADR_DragonSlayer_Hib_h2h_slash_offhand,ADR_DragonSlayer_Hib_h2h_slash_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2069,ADR_DragonSlayer_Hib_h2h_slash_mainhand,ADR_DragonSlayer_Hib_h2h_slash_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2070,ADR_DragonSlayer_Hib_h2h_blunt_offhand,ADR_DragonSlayer_Hib_h2h_blunt_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2071,ADR_DragonSlayer_Hib_h2h_blunt_mainhand,ADR_DragonSlayer_Hib_h2h_blunt_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2072,ADR_DragonSlayer_Hib_Flex_thrust,ADR_DragonSlayer_Hib_Flex_thrust,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,,,,,,,,,,,
2073,ADR_DragonSlayer_Hib_Flex_slash,ADR_DragonSlayer_Hib_Flex_slash,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,,,,,,,,,,,
2074,crystal_purple_prop,crystal_purple_prop,,1,,,,,,,,,,,,,,,,,,,,,
2075,crystal_yellow_prop,crystal_yellow_prop,,1,,,,,,,,,,,,,,,,,,,,,
2076,crystal_blue_prop,crystal_blue_prop,,1,,,,,,,,,,,,,,,,,,,,,
2077,crystal_green_prop,crystal_green_prop,,1,,,,,,,,,,,,,,,,,,,,,
2078,ADR_DragonSlayer_Mid_Flex_blunt,ADR_DragonSlayer_Mid_Flex_blunt,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,,,,,,,,,,,
2079,ADR_DragonSlayer_Mid_bow_short,ADR_DragonSlayer_Mid_bow_short,0,1,,,,,,,,,,,,,,,,,,,,,
2080,ADR_DragonSlayer_Mid_bow_long,ADR_DragonSlayer_Mid_bow_long,0,1,,,,,,,,,,,,,,,,,,,,,
2081,ADR_DragonSlayer_Mid_bow_cross,ADR_DragonSlayer_Mid_bow_cross,0,1,,,,,,,,,,,,,,,,,,,,,
2082,ADR_DragonSlayer_Mid_2h_sword_thrust,ADR_DragonSlayer_Mid_2h_sword_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
2083,ADR_DragonSlayer_Mid_2h_sword_slash,ADR_DragonSlayer_Mid_2h_sword_slash,0,1,,,,,,,,,,,,,,,,,,,,,
2084,ADR_DragonSlayer_Mid_2h_hammer_blunt,ADR_DragonSlayer_Mid_2h_hammer_blunt,0,1,,,,,,,,,,,,,,,,,,,,,
2085,ADR_DragonSlayer_Mid_2h_axe,ADR_DragonSlayer_Mid_2h_axe,0,1,,,,,,,,,,,,,,,,,,,,,
2086,ADR_DragonSlayer_Mid_1h_sword_thrust_offhand,ADR_DragonSlayer_Mid_1h_sword_thrust_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2087,ADR_DragonSlayer_Mid_1h_sword_thrust_mainhand,ADR_DragonSlayer_Mid_1h_sword_thrust_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2088,ADR_DragonSlayer_Mid_1h_sword_slash_offhand,ADR_DragonSlayer_Mid_1h_sword_slash_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2089,ADR_DragonSlayer_Mid_1h_sword_slash_mainhand,ADR_DragonSlayer_Mid_1h_sword_slash_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2090,ADR_DragonSlayer_Mid_1h_hammer_blunt_offhand,ADR_DragonSlayer_Mid_1h_hammer_blunt_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2091,ADR_DragonSlayer_Mid_1h_hammer_blunt_mainhand,ADR_DragonSlayer_Mid_1h_hammer_blunt_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2092,ADR_DragonSlayer_Mid_1h_axe_offhand,ADR_DragonSlayer_Mid_1h_axe_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2093,ADR_DragonSlayer_Mid_1h_axe_mainhand,ADR_DragonSlayer_Mid_1h_axe_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2094,ADR_DragonSlayer_Mid_Shield_Small,ADR_DragonSlayer_Mid_Shield_Small,0,1,,,,,,,,,,,,,,,,,,,,,
2095,ADR_DragonSlayer_Mid_Shield_Medium,ADR_DragonSlayer_Mid_Shield_Medium,0,1,,,,,,,,,,,,,,,,,,,,,
2096,ADR_DragonSlayer_Mid_Shield_Large,ADR_DragonSlayer_Mid_Shield_Large,0,1,,,,,,,,,,,,,,,,,,,,,
2097,ADR_DragonSlayer_Mid_scythe,ADR_DragonSlayer_Mid_scythe,0,1,,,,,,,,,,,,,,,,,,,,,
2098,ADR_DragonSlayer_Mid_quiver,ADR_DragonSlayer_Mid_quiver,0,1,,,,,,,,,,,,,,,,,,,,,
