Information,,Skin,,Archive,Expansion,,Housing,Material,Material,Material
3896,Fir_m_Hair01_blonde.dds,Fir_m_Hair01_blonde.dds,0,0,4,0,,1713,b,
3897,Fir_m_Hair01_bluebase.dds,Fir_m_Hair01_bluebase.dds,0,0,4,0,,1714,,
3898,Fir_m_Hair01_dkbrown.dds,Fir_m_Hair01_dkbrown.dds,0,0,4,0,,1715,,
3899,Fir_m_Hair01_white.dds,Fir_m_Hair01_white.dds,0,0,4,0,,1716,,
3900,Elf_m_Hair02_blonde.dds,Elf_m_Hair02_blonde.dds,0,0,4,0,,1717,b,
3901,Elf_m_Hair02_bluebase.dds,Elf_m_Hair02_bluebase.dds,0,0,4,0,,1718,,
3902,Elf_m_Hair02_dkbrown.dds,Elf_m_Hair02_dkbrown.dds,0,0,4,0,,1719,,
3903,Elf_m_Hair02_white.dds,Elf_m_Hair02_white.dds,0,0,4,0,,1720,,
3904,Elf_m_Hair01_blonde.dds,Elf_m_Hair01_blonde.dds,0,0,4,0,,1721,b,
3905,Elf_m_Hair01_bluebase.dds,Elf_m_Hair01_bluebase.dds,0,0,4,0,,1722,,
3906,Elf_m_Hair01_dkbrown.dds,Elf_m_Hair01_dkbrown.dds,0,0,4,0,,1723,,
3907,Elf_m_Hair01_white.dds,Elf_m_Hair01_white.dds,0,0,4,0,,1724,,
3908,Elf_F_Hair01_blonde.dds,Elf_F_Hair01_blonde.dds,0,0,4,0,,1725,b,
3909,Elf_F_Hair01_bluebase.dds,Elf_F_Hair01_bluebase.dds,0,0,4,0,,1726,,
3910,Elf_F_Hair01_dkbrown.dds,Elf_F_Hair01_dkbrown.dds,0,0,4,0,,1727,,
3911,Elf_F_Hair01_white.dds,Elf_F_Hair01_white.dds,0,0,4,0,,1728,,
3912,cel_m_hair01_blonde.dds,cel_m_hair01_blonde.dds,0,0,4,0,,1729,b,
3913,cel_m_hair01_bluebase.dds,cel_m_hair01_bluebase.dds,0,0,4,0,,1730,,
3914,cel_m_hair01_dkbrown.dds,cel_m_hair01_dkbrown.dds,0,0,4,0,,1731,,
3915,cel_m_hair01_white.dds,cel_m_hair01_white.dds,0,0,4,0,,1732,,
3916,Lur_f_Hair01_blonde.dds,Lur_f_Hair01_blonde.dds,0,0,4,0,,1733,b,
3917,Lur_f_Hair01_bluebase.dds,Lur_f_Hair01_bluebase.dds,0,0,4,0,,1734,,
3918,Lur_f_Hair01_dkbrown.dds,Lur_f_Hair01_dkbrown.dds,0,0,4,0,,1735,,
3919,Lur_f_Hair01_white.dds,Lur_f_Hair01_white.dds,0,0,4,0,,1736,,
3920,Lur_f_hair02_blonde.dds,Lur_f_hair02_blonde.dds,0,0,4,0,,1737,b,
3921,Lur_f_hair02_bluebase.dds,Lur_f_hair02_bluebase.dds,0,0,4,0,,1738,,
3922,Lur_f_hair02_dkbrown.dds,Lur_f_hair02_dkbrown.dds,0,0,4,0,,1739,,
3923,Lur_f_hair02_white.dds,Lur_f_hair02_white.dds,0,0,4,0,,1740,,
3924,Lur_m_Hair01_blonde.dds,Lur_m_Hair01_blonde.dds,0,0,4,0,,1741,b,
3925,Lur_m_Hair01_bluebase.dds,Lur_m_Hair01_bluebase.dds,0,0,4,0,,1742,,
3926,Lur_m_Hair01_dkbrown.dds,Lur_m_Hair01_dkbrown.dds,0,0,4,0,,1743,,
3927,Lur_m_Hair01_white.dds,Lur_m_Hair01_white.dds,0,0,4,0,,1744,,
3928,Lur_m_hair02_blonde.dds,Lur_m_hair02_blonde.dds,0,0,4,0,,1745,b,
3929,Lur_m_hair02_bluebase.dds,Lur_m_hair02_bluebase.dds,0,0,4,0,,1746,,
3930,Lur_m_hair02_dkbrown.dds,Lur_m_hair02_dkbrown.dds,0,0,4,0,,1747,,
3931,Lur_m_hair02_white.dds,Lur_m_hair02_white.dds,0,0,4,0,,1748,,
3932,Lur_m_hair04_blonde.dds,Lur_m_hair04_blonde.dds,0,0,4,0,,1749,b,
3933,Lur_m_hair04_bluebase.dds,Lur_m_hair04_bluebase.dds,0,0,4,0,,1750,,
3934,Lur_m_hair04_dkbrown.dds,Lur_m_hair04_dkbrown.dds,0,0,4,0,,1751,,
3935,Lur_m_hair04_white.dds,Lur_m_hair04_white.dds,0,0,4,0,,1752,,
3936,Syl_m_Hair01_green.dds,Syl_m_Hair01_green.dds,0,0,4,0,,1753,,
3937,Syl_m_Hair01_red.dds,Syl_m_Hair01_red.dds,0,0,4,0,,1754,,
3938,Syl_m_Hair01_white.dds,Syl_m_Hair01_white.dds,0,0,4,0,,1755,,
3939,Syl_m_Hair01_yellow.dds,Syl_m_Hair01_yellow.dds,0,0,4,0,,1756,,
3940,Syl_m_Hair02_green.dds,Syl_m_Hair02_green.dds,0,0,4,0,,1757,,
3941,Syl_m_Hair02_red.dds,Syl_m_Hair02_red.dds,0,0,4,0,,1758,,
3942,Syl_m_Hair02_white.dds,Syl_m_Hair02_white.dds,0,0,4,0,,1759,,
3943,Syl_m_Hair02_yellow.dds,Syl_m_Hair02_yellow.dds,0,0,4,0,,1760,,
3944,Syl_m_Hair03_green.dds,Syl_m_Hair03_green.dds,0,0,4,0,,1761,,
3945,Syl_m_Hair03_red.dds,Syl_m_Hair03_red.dds,0,0,4,0,,1762,,
3946,Syl_m_Hair03_white.dds,Syl_m_Hair03_white.dds,0,0,4,0,,1763,,
3947,Syl_m_Hair03_yellow.dds,Syl_m_Hair03_yellow.dds,0,0,4,0,,1764,,
3948,sha_f_hair03_blonde.dds,sha_f_hair03_blonde.dds,0,0,4,0,,1765,b,
3949,sha_f_hair03_bluebase.dds,sha_f_hair03_bluebase.dds,0,0,4,0,,1766,,
3950,sha_f_hair03_dkbrown.dds,sha_f_hair03_dkbrown.dds,0,0,4,0,,1767,,
3951,sha_f_hair03_white.dds,sha_f_hair03_white.dds,0,0,4,0,,1768,,
3952,sha_m_hair01_blonde.dds,sha_m_hair01_blonde.dds,0,0,4,0,,1769,b,
3953,sha_m_hair01_bluebase.dds,sha_m_hair01_bluebase.dds,0,0,4,0,,1770,,
3954,sha_m_hair01_dkbrown.dds,sha_m_hair01_dkbrown.dds,0,0,4,0,,1771,,
3955,sha_m_hair01_white.dds,sha_m_hair01_white.dds,0,0,4,0,,1772,,
3956,sha_m_hair02_blonde.dds,sha_m_hair02_blonde.dds,0,0,4,0,,1773,b,
3957,sha_m_hair02_bluebase.dds,sha_m_hair02_bluebase.dds,0,0,4,0,,1774,,
3958,sha_m_hair02_dkbrown.dds,sha_m_hair02_dkbrown.dds,0,0,4,0,,1775,,
3959,sha_m_hair02_white.dds,sha_m_hair02_white.dds,0,0,4,0,,1776,,
3960,sha_m_hair03_blonde.dds,sha_m_hair03_blonde.dds,0,0,4,0,,1777,b,
3961,sha_m_hair03_bluebase.dds,sha_m_hair03_bluebase.dds,0,0,4,0,,1778,,
3962,sha_m_hair03_dkbrown.dds,sha_m_hair03_dkbrown.dds,0,0,4,0,,1779,,
3963,sha_m_hair03_white.dds,sha_m_hair03_white.dds,0,0,4,0,,1780,,
3964,sha_m_hair04_blonde.dds,sha_m_hair04_blonde.dds,0,0,4,0,,1781,b,
3965,sha_m_hair04_bluebase.dds,sha_m_hair04_bluebase.dds,0,0,4,0,,1782,,
3966,sha_m_hair04_dkbrown.dds,sha_m_hair04_dkbrown.dds,0,0,4,0,,1783,,
3967,sha_m_hair04_white.dds,sha_m_hair04_white.dds,0,0,4,0,,1784,,
3968,Fir_f_Hair01_blonde.dds,Fir_f_Hair01_blonde.dds,0,0,4,0,,1785,b,
3969,Fir_f_Hair01_bluebase.dds,Fir_f_Hair01_bluebase.dds,0,0,4,0,,1786,,
3970,Fir_f_Hair01_dkbrown.dds,Fir_f_Hair01_dkbrown.dds,0,0,4,0,,1787,,
3971,Fir_f_Hair01_white.dds,Fir_f_Hair01_white.dds,0,0,4,0,,1788,,
3972,fir_f_Hair03_blonde.dds,fir_f_Hair03_blonde.dds,0,0,4,0,,1789,b,
3973,fir_f_Hair03_bluebase.dds,fir_f_Hair03_bluebase.dds,0,0,4,0,,1790,,
3974,fir_f_Hair03_dkbrown.dds,fir_f_Hair03_dkbrown.dds,0,0,4,0,,1791,,
3975,fir_f_Hair03_white.dds,fir_f_Hair03_white.dds,0,0,4,0,,1792,,
3976,Rock ice,rock-ice.dds,0,147,3,0,,,,
3977,Rock ice bump,rock-ice-bump.tga,6,147,3,0,,,,
3978,Rock ice gloss,rock-ice-gloss.tga,4,147,3,0,,,,
3979,Rock ice reflect,rock-ice-reflect.dds,5,147,3,0,,,,
3980,Rock crystal,rock-crystal.dds,0,147,3,0,,,,
3981,Rock lava,rock-lava.dds,0,147,3,0,,,,
3982,Rock lava glow,rock-lava-glow.dds,3,147,3,0,,,,
3983,Rock mud,rock-mud.dds,0,147,3,0,,,,
3984,Rock stone,rock-stone.dds,0,147,3,0,,,,
3985,s_spearhouse.DDS,s_spearhouse.DDS,0,147,3,0,,,,
3986,s_teleporter_base01.DDS,s_teleporter_base01.DDS,0,147,3,0,,,,
3988,s_spearhouse_gloss.dds,s_spearhouse_gloss.dds,4,147,3,0,,,,
3989,SharMiniTP_LM.dds,SharMiniTP_LM.dds,7,147,3,0,,,,
3990,sha_f_hair01_blonde.dds,sha_f_hair01_blonde.dds,0,0,4,0,,1793,b,
3991,sha_f_hair01_bluebase.dds,sha_f_hair01_bluebase.dds,0,0,4,0,,1794,,
3992,sha_f_hair01_dkbrown.dds,sha_f_hair01_dkbrown.dds,0,0,4,0,,1795,,
3993,sha_f_hair01_white.dds,sha_f_hair01_white.dds,0,0,4,0,,1796,,
3994,glashtin_worker.dds,glashtin_worker.dds,0,144,3,0,,,,
3995,glashtin_warrior1.dds,glashtin_warrior1.dds,0,144,3,0,,,,
3996,glashtin_warrior2.dds,glashtin_warrior2.dds,0,144,3,0,,,,
3997,glashtin_tinkerer.dds,glashtin_tinkerer.dds,0,144,3,0,,,,
3998,glashtin_shaman.dds,glashtin_shaman.dds,0,144,3,0,,,,
3999,Gargoyle_crystal.dds,Gargoyle_crystal.dds,0,144,3,0,,,,
6000,gargoyle_alb.dds,gargoyle_alb.dds,0,144,3,0,,,,
6001,gargoyle_mid.dds,gargoyle_mid.dds,0,144,3,0,,,,
6002,gargoyle_hib.dds,gargoyle_hib.dds,0,144,3,0,,,,
6003,Phounds01.dds,Phounds01.dds,0,144,3,0,,,,
6004,Phounds02.dds,Phounds02.dds,0,144,3,0,,,,
6005,Phounds03.dds,Phounds03.dds,0,144,3,0,,,,
6006,Inc_stone_upper.dds,Inc_stone_upper.dds,0,144,3,0,,,,
6007,Inc_floor.dds,Inc_floor.dds,0,144,3,0,,,,
6008,Inconnu_God_Statue.dds,Inconnu_God_Statue.dds,0,144,3,0,,,,
6009,Inc_bronze_trim.dds,Inc_bronze_trim.dds,0,144,3,0,,,,
6010,_dm_stone01.dds,_dm_stone01.dds,2,144,3,0,,,,
6011,InconnuRoom01_DM1.dds,InconnuRoom01_DM1.dds,7,144,3,0,,,,
6012,Inc_bronze_trim_gloss.dds,Inc_bronze_trim_gloss.dds,4,144,3,0,,,,
6013,Crewman_Body.dds,Crewman_Body.dds,0,152,3,0,,,,
6014,Crewman_Head.dds,Crewman_Head.dds,0,152,3,0,,,,
6015,Excavator_Head.dds,Excavator_Head.dds,0,152,3,0,,,,
6016,Excavator_Body.dds,Excavator_Body.dds,0,152,3,0,,,,
6017,GraveRobber_Head.dds,GraveRobber_Head.dds,0,152,3,0,,,,
6018,GraveRobber_body.dds,GraveRobber_body.dds,0,152,3,0,,,,
6019,Initiate_Head.dds,Initiate_Head.dds,0,152,3,0,,,,
6020,Initiate_Body.dds,Initiate_Body.dds,0,152,3,0,,,,
6021,Overseer_Head.dds,Overseer_Head.dds,0,152,3,0,,,,
6022,Overseer_Body.dds,Overseer_Body.dds,0,152,3,0,,,,
6023,Village_founder_Head.dds,Village_founder_Head.dds,0,152,3,0,,,,
6024,Village_founder_body.dds,Village_founder_body.dds,0,152,3,0,,,,
6025,Cel_m_tattoo.dds,Cel_m_tattoo.dds,1,153,4,0,,,,
6026,Cel_f_tatoo.dds,Cel_f_tattoo.dds,1,153,4,0,,,,
6027,sha_f_tattoo01.dds,Sha_f_tattoo_01.dds,1,153,4,0,,,,
6028,sha_f_tattoo02.dds,Sha_f_tattoo_02.dds,1,153,4,0,,,,
6029,sha_f_tattoo03.dds,Sha_f_tattoo_03.dds,1,153,4,0,,,,
6030,sha_f_tattoo04.dds,Sha_f_tattoo_04.dds,1,153,4,0,,,,
6031,sha_f_tattoo05.dds,Sha_f_tattoo_05.dds,1,153,4,0,,,,
6032,sha_f_tattoo06.dds,Sha_f_tattoo_06.dds,1,153,4,0,,,,
6033,sha_m_tattoo01.dds,Sha_m_tattoo01.dds,1,155,4,0,,,,
6034,sha_m_tattoo02.dds,Sha_m_tattoo02.dds,1,155,4,0,,,,
6035,sha_m_tattoo03.dds,Sha_m_tattoo03.dds,1,155,4,0,,,,
6036,sha_m_tattoo04.dds,Sha_m_tattoo04.dds,1,155,4,0,,,,
6037,sha_m_tattoo05.dds,Sha_m_tattoo05.dds,1,155,4,0,,,,
6038,sha_m_tattoo06.dds,Sha_m_tattoo06.dds,1,155,4,0,,,,
6039,BainsheeHair01.dds,BainsheeHair01.dds,0,0,4,0,,1797,,
6041,Bainsheelegs01.dds,Bainsheelegs01.dds,0,0,4,0,,1799,,
6042,bainsheeLuriArms01.dds,bainsheeLuriArms01.dds,0,0,4,0,,1800,,
6043,bainsheeCeltArms01.dds,bainsheeCeltArms01.dds,0,0,4,0,,1801,,
6044,bainsheeElfArms01.dds,bainsheeElfArms01.dds,0,0,4,0,,1802,,
6045,Bat,bat.dds,0,135,1,0,,,,
6046,Possessed Inconnu 1 Body,PI1_body.dds,0,152,3,0,,,,
6047,Possessed Inconnu 1 Head,PI1_head.dds,0,152,3,0,,,,
6048,Possessed Inconnu 2 Body,PI2_body.dds,0,152,3,0,,,,
6049,Possessed Inconnu 2 Head,PI2_head.dds,0,152,3,0,,,,
6050,Possessed Inconnu 3 Body,PI3_body.dds,0,158,1,0,,,,
6051,Possessed Inconnu 3 Head,PI3_head.dds,0,158,1,0,,,,
6052,Glashtin Boss 1,GlashtinBoss01.dds,0,152,3,0,,,,
6053,Glashtin Boss 2,GlashtinBoss02.dds,0,152,3,0,,,,
6054,Mordred Body,mordred_body.dds,0,152,3,0,,,,
6055,Mordred Head,mordred_head.dds,0,152,3,0,,,,
6056,Morrigan Body,morrigan_body.dds,0,152,3,0,,,,
6057,Morrigan Head,morrigan_head.dds,0,152,3,0,,,,
6058,Cata Kilt 1,cat_b_cth1_kilt01.dds,0,0,4,0,,1805,,
6059,Cata Kilt 2,cat_b_cth1_kilt02.dds,0,0,4,0,,1806,,
6060,Cata Kilt 3,cat_b_cth1_kilt03.dds,0,0,4,0,,1807,,
6061,Cata Kilt 4,cat_b_cth1_kilt04.dds,0,0,4,0,,1808,,
6062,Cata Kilt 5,cat_b_cth1_kilt05.dds,0,0,4,0,,1809,,
6063,Cata Kilt 6,cat_b_cth1_kilt06.dds,0,0,4,0,,1810,,
6064,Cata Kilt 7,cat_b_cth1_kilt07.dds,0,0,4,0,,1811,,
6065,Cata Kilt 8,cat_b_cth1_kilt08.dds,0,0,4,0,,1812,,
6066,Glow Fish,AlbinoSprite_Tadpole.dds,0,152,3,0,,,,
6067,gullvieg_body,gullvieg_body.dds,0,152,3,0,,,,
6068,gullvieg_head,gullvieg_head.dds,0,152,3,0,,,,
6069,NPC Tree,tree_npc.dds,0,152,4,0,,,,
6070,Classic Bainshee,Bainshee_Classic_F.dds,0,135,1,0,,,,
6071,Dwa_m_hair06_blonde.dds,Dwa_m_hair06_blonde.dds,0,0,4,0,,1816,,
6072,Dwa_m_hair06_bluebase.dds,Dwa_m_hair06_bluebase.dds,0,0,4,0,,1817,,
6073,Dwa_m_hair06_dkbrown.dds,Dwa_m_hair06_dkbrown.dds,0,0,4,0,,1818,,
6074,Dwa_m_hair06_white.dds,Dwa_m_hair06_white.dds,0,0,4,0,,1819,,
6075,Aulus_Priest_Body,Aulus_Priest_Body.dds,0,153,3,0,,,,
6076,Aulus_Priest_Head,Aulus_Priest_Head.dds,0,153,3,0,,,,
6077,DarkElf_Castor,DarkElf_Castor.dds,0,153,3,0,,,,
6078,DarkElf_Castor_Hair,DarkElf_Castor_Hair.dds,0,153,3,0,,,,
6079,DarkElf_Castor_Head,DarkElf_Castor_Head.dds,0,153,3,0,,,,
6080,DarkElf_f,DarkElf_f.dds,0,153,3,0,,,,
6081,DarkElf_f_Hair,DarkElf_f_Hair.dds,0,153,3,0,,,,
6082,DarkElf_f_Head,DarkElf_f_Head.dds,0,153,3,0,,,,
6083,DarkElf_King,DarkElf_King.dds,0,153,3,0,,,,
6084,DarkElf_King_Hair,DarkElf_King_Hair.dds,0,153,3,0,,,,
6085,DarkElf_King_Head,DarkElf_King_Head.dds,0,153,3,0,,,,
6086,DarkElf_m,DarkElf_m.dds,0,153,3,0,,,,
6087,DarkElf_m_Hair,DarkElf_m_Hair.dds,0,153,3,0,,,,
6088,DarkElf_m_Head,DarkElf_m_Head.dds,0,153,3,0,,,,
6089,DarkElf_Queen,DarkElf_Queen.dds,0,153,3,0,,,,
6090,DarkElf_Queen_Hair,DarkElf_Queen_Hair.dds,0,153,3,0,,,,
6091,DarkElf_Queen_Head,DarkElf_Queen_Head.dds,0,153,3,0,,,,
6092,PlutoWorker_Body,PlutoWorker_Body.dds,0,153,3,0,,,,
6093,PlutoWorker_Head,PlutoWorker_Head.dds,0,153,3,0,,,,
6094,Sacrificer_Body,Sacrificer_Body.dds,0,153,3,0,,,,
6095,Sacrificer_Head,Sacrificer_Head.dds,0,153,3,0,,,,
6096,PS1_head,PS1_head.dds,0,153,3,0,,,,
6097,PS1_body,PS1_body.dds,0,153,3,0,,,,
6098,PS2_head,PS2_head.dds,0,153,3,0,,,,
6099,PS2_body,PS2_body.dds,0,153,3,0,,,,
6100,PS3_head,PS3_head.dds,0,158,1,0,,,,
6101,PS3_body,PS3_body.dds,0,158,1,0,,,,
6102,Norse Head 7,Nor_m_Head07.dds,0,0,4,0,,1824,,
6103,cthArms01_TOA_mummy.dds,cthArms01_TOA_mummy.dds,0,0,4,0,,211,,
6104,cthBody01_TOA_mummy_F.dds,cthBody01_TOA_mummy_F.dds,0,0,4,0,,252,,
6105,cthBody01_TOA_mummy_m.dds,cthBody01_TOA_mummy_m.dds,0,0,4,0,,253,,
6106,cthBoots01_TOA_mummy.dds,cthBoots01_TOA_mummy.dds,0,0,4,0,,291,,
6107,cthGloves01_TOA_mummy.dds,cthGloves01_TOA_mummy.dds,0,0,4,0,,318,,
6108,cthLegs01_TOA_mummy.dds,cthLegs01_TOA_mummy.dds,0,0,4,0,,422,,
6109,Dwa_f_MummyHead01.dds,Dwa_f_MummyHead01.dds,0,0,4,0,,437,,
6110,Dwa_m_MummyHead01.dds,Dwa_m_MummyHead01.dds,0,0,4,0,,447,,
6111,Elf_F_MummyHead01.dds,Elf_F_MummyHead01.dds,0,0,4,0,,451,,
6112,Elf_m_MummyHead01.dds,Elf_m_MummyHead01.dds,0,0,4,0,,454,,
6113,Fro_f_MummyHead01.dds,Fro_f_MummyHead01.dds,0,0,4,0,,524,,
6114,Fro_m_MummyHead01.dds,Fro_m_MummyHead01.dds,0,0,4,0,,533,,
6115,Hal_m_MummyHead01.dds,Hal_m_MummyHead01.dds,0,0,4,0,,534,,
6116,Hig_F_MummyHead01.dds,Hig_F_MummyHead01.dds,0,0,4,0,,535,,
6117,Hig_m_MummyHead01.dds,Hig_m_MummyHead01.dds,0,0,4,0,,536,,
6118,Ico_f_MummyHead01.dds,Ico_f_MummyHead01.dds,0,0,4,0,,537,,
6119,Ico_m_MummyHead01.dds,Ico_m_MummyHead01.dds,0,0,4,0,,540,,
6120,Kob_f_MummyHead01.dds,Kob_f_MummyHead01.dds,0,0,4,0,,551,,
6121,Kob_m_MummyHead01.dds,Kob_m_MummyHead01.dds,0,0,4,0,,562,,
6122,Lur_f_MummyHead01.dds,Lur_f_MummyHead01.dds,0,0,4,0,,726,,
6123,Lur_m_MummyHead01.dds,Lur_m_MummyHead01.dds,0,0,4,0,,729,,
6124,Nor_F_MummyHead01.dds,Nor_F_MummyHead01.dds,0,0,4,0,,740,,
6125,Nor_m_MummyHead01.dds,Nor_m_MummyHead01.dds,0,0,4,0,,749,,
6126,Sar_f_MummyHead01.dds,Sar_f_MummyHead01.dds,0,0,4,0,,959,,
6127,Sar_m_MummyHead01.dds,Sar_m_MummyHead01.dds,0,0,4,0,,962,,
6128,Sha_f_MummyHead01.dds,Sha_f_MummyHead01.dds,0,0,4,0,,996,,
6129,Sha_m_MummyHead01.dds,Sha_m_MummyHead01.dds,0,0,4,0,,999,,
6130,Syl_F_MummyHead01.dds,Syl_F_MummyHead01.dds,0,0,4,0,,1028,,
6131,Syl_m_MummyHead01.dds,Syl_m_MummyHead01.dds,0,0,4,0,,1029,,
6132,tro_f_MummyHead01.dds,tro_f_MummyHead01.dds,0,0,4,0,,1060,,
6133,tro_m_MummyHead01.dds,tro_m_MummyHead01.dds,0,0,4,0,,1090,,
6134,Val_f_MummyHead01.dds,Val_f_MummyHead01.dds,0,0,4,0,,1101,,
6135,Val_m_MummyHead01.dds,Val_m_MummyHead01.dds,0,0,4,0,,1112,,
6136,Bri_F_MummyHead01.dds,Bri_F_MummyHead01.dds,0,0,4,0,,3,,
6137,Bri_m_MummyHead01.dds,Bri_m_MummyHead01.dds,0,0,4,0,,8,,
6138,Ava_F_MummyHead01.dds,Ava_F_MummyHead01.dds,0,0,4,0,,1953,,
6139,Ava_m_MummyHead01.dds,Ava_m_MummyHead01.dds,0,0,4,0,,1952,,
6140,Hal_f_MummyHead01.dds,Hal_f_MummyHead01.dds,0,0,4,0,,1958,,
6141,Fir_F_MummyHead01.dds,Fir_F_MummyHead01.dds,0,0,4,0,,1956,,
6142,Fir_m_MummyHead01.dds,Fir_m_MummyHead01.dds,0,0,4,0,,1957,,
6143,Cel_F_MummyHead01.dds,Cel_F_MummyHead01.dds,0,0,4,0,,1954,,
6144,Cel_m_MummyHead01.dds,Cel_m_MummyHead01.dds,0,0,4,0,,1955,,
6146,cthArms01_TOA_shade.dds,cthArms01_TOA_shade.dds,0,0,4,0,,214,,
6147,cthBody01_TOA_shade_f.dds,cthBody01_TOA_shade_f.dds,0,0,4,0,,254,,
6148,cthBody01_TOA_shade_m.dds,cthBody01_TOA_shade_m.dds,0,0,4,0,,255,,
6149,cthBoots01_TOA_shade.dds,cthBoots01_TOA_shade.dds,0,0,4,0,,294,,
6150,cthGloves01_TOA_shade.dds,cthGloves01_TOA_shade.dds,0,0,4,0,,322,,
6151,cthLegs01_TOA_shade.dds,cthLegs01_TOA_shade.dds,0,0,4,0,,425,,
6152,dwf_f_ShadeHead.dds,dwf_f_ShadeHead.dds,0,0,4,0,,449,,
6153,dwf_m_ShadeHead.dds,dwf_m_ShadeHead.dds,0,0,4,0,,450,,
6154,elf_f_ShadeHead.dds,elf_f_ShadeHead.dds,0,0,4,0,,452,,
6155,elf_m_ShadeHead.dds,elf_m_ShadeHead.dds,0,0,4,0,,455,,
6156,ico_f_ShadeHead.dds,ico_f_ShadeHead.dds,0,0,4,0,,538,,
6157,ico_m_ShadeHead.dds,ico_m_ShadeHead.dds,0,0,4,0,,541,,
6158,kob_f_ShadeHead.dds,kob_f_ShadeHead.dds,0,0,4,0,,552,,
6159,kob_m_ShadeHead.dds,kob_m_ShadeHead.dds,0,0,4,0,,563,,
6160,lur_f_ShadeHead.dds,lur_f_ShadeHead.dds,0,0,4,0,,727,,
6161,lur_m_ShadeHead.dds,lur_m_ShadeHead.dds,0,0,4,0,,730,,
6162,sar_f_ShadeHead.dds,sar_f_ShadeHead.dds,0,0,4,0,,960,,
6163,sar_m_ShadeHead.dds,sar_m_ShadeHead.dds,0,0,4,0,,963,,
6164,sha_f_ShadeHead.dds,sha_f_ShadeHead.dds,0,0,4,0,,997,,
6165,sha_m_ShadeHead.dds,sha_m_ShadeHead.dds,0,0,4,0,,1000,,
6166,syl_m_ShadeHead.dds,syl_m_ShadeHead.dds,0,0,4,0,,1030,,
6167,tro_f_ShadeHead.dds,tro_f_ShadeHead.dds,0,0,4,0,,1061,,
6168,tro_m_ShadeHead.dds,tro_m_ShadeHead.dds,0,0,4,0,,1091,,
6169,val_f_ShadeHead.dds,val_f_ShadeHead.dds,0,0,4,0,,1102,,
6170,val_m_ShadeHead.dds,val_m_ShadeHead.dds,0,0,4,0,,1113,,
6171,bri_f_ShadeHead.dds,bri_f_ShadeHead.dds,0,0,4,0,,4,,
6172,bri_m_ShadeHead.dds,bri_m_ShadeHead.dds,0,0,4,0,,9,,
6173,Hig_f_ShadeHead.dds,Hig_f_ShadeHead.dds,0,0,4,0,,1947,,
6174,hig_m_ShadeHead.dds,hig_m_ShadeHead.dds,0,0,4,0,,1948,,
6175,Ava_f_ShadeHead.dds,Ava_f_ShadeHead.dds,0,0,4,0,,1939,,
6176,Ava_m_ShadeHead.dds,Ava_m_ShadeHead.dds,0,0,4,0,,1940,,
6177,Hal_f_ShadeHead.dds,Hal_f_ShadeHead.dds,0,0,4,0,,1945,,
6178,hal_m_ShadeHead.dds,hal_m_ShadeHead.dds,0,0,4,0,,1946,,
6179,nor_f_ShadeHead.dds,nor_f_ShadeHead.dds,0,0,4,0,,1949,,
6180,nor_m_ShadeHead.dds,nor_m_ShadeHead.dds,0,0,4,0,,1950,,
6181,fro_f_ShadeHead.dds,fro_f_ShadeHead.dds,0,0,4,0,,1943,,
6182,fro_m_ShadeHead.dds,fro_m_ShadeHead.dds,0,0,4,0,,1944,,
6183,cel_f_ShadeHead.dds,cel_f_ShadeHead.dds,0,0,4,0,,1941,,
6184,cel_m_ShadeHead.dds,cel_m_ShadeHead.dds,0,0,4,0,,1942,,
6185,syl_f_ShadeHead.dds,syl_f_ShadeHead.dds,0,0,4,0,,1951,,
6186,cthArms01_TOA_stone.dds,cthArms01_TOA_stone.dds,0,0,4,0,,1982,,
6187,cthBody01_TOA_stone_f.dds,cthBody01_TOA_stone_f.dds,0,0,4,0,,1979,,
6188,cthBody01_TOA_stone_m.dds,cthBody01_TOA_stone_m.dds,0,0,4,0,,1980,,
6189,cthBoots01_TOA_stone.dds,cthBoots01_TOA_stone.dds,0,0,4,0,,1978,,
6190,cthGloves01_TOA_stone.dds,cthGloves01_TOA_stone.dds,0,0,4,0,,1977,,
6191,cthLegs01_TOA_stone.dds,cthLegs01_TOA_stone.dds,0,0,4,0,,1981,,
6192,Bri_f_stonehead.dds,Bri_f_stonehead.dds,0,0,4,0,,5,,
6193,Bri_m_stonehead.dds,Bri_m_stonehead.dds,0,0,4,0,,10,,
6194,Dwa_f_stonehead.dds,Dwa_f_stonehead.dds,0,0,4,0,,438,,
6195,Dwa_m_stonehead.dds,Dwa_m_stonehead.dds,0,0,4,0,,448,,
6196,Elf_f_stonehead.dds,Elf_f_stonehead.dds,0,0,4,0,,453,,
6197,Elf_m_stonehead.dds,Elf_m_stonehead.dds,0,0,4,0,,456,,
6198,Ico_f_stonehead.dds,Ico_f_stonehead.dds,0,0,4,0,,539,,
6199,Ico_m_stonehead.dds,Ico_m_stonehead.dds,0,0,4,0,,542,,
6200,kob_f_stonehead.dds,kob_f_stonehead.dds,0,0,4,0,,553,,
6201,kob_m_stonehead.dds,kob_m_stonehead.dds,0,0,4,0,,564,,
6202,lur_f_stonehead.dds,lur_f_stonehead.dds,0,0,4,0,,728,,
6203,lur_m_stonehead.dds,lur_m_stonehead.dds,0,0,4,0,,731,,
6204,sar_f_stonehead.dds,sar_f_stonehead.dds,0,0,4,0,,961,,
