Information,,Skin,,Archive,Expansion,
2133,CthBody_CATA_PiCorrupt_F.dds,CthBody_CATA_PiCorrupt_F.dds,0,44,4,
2134,CthBody_CATA_PiCorrupt_M.dds,CthBody_CATA_PiCorrupt_M.dds,0,44,4,
2135,CthBody_CATA_Pigood_F.dds,CthBody_CATA_Pigood_F.dds,0,44,4,
2136,CthBody_CATA_Pigood_M.dds,CthBody_CATA_Pigood_M.dds,0,44,4,
2137,CthBoots_CATA_PiCorrupt.dds,CthBoots_CATA_PiCorrupt.dds,0,44,4,
2138,CthBoots_CATA_Pigood.dds,CthBoots_CATA_Pigood.dds,0,44,4,
2139,CthGloves_CATA_PiCorrupt.dds,CthGloves_CATA_PiCorrupt.dds,0,44,4,
2140,CthGloves_CATA_Pigood.dds,CthGloves_CATA_Pigood.dds,0,44,4,
2141,CthLegs_CATA_PiCorrupt.dds,CthLegs_CATA_PiCorrupt.dds,0,44,4,
2142,RobBody_CATA_Pigood_F.dds,RobBody_CATA_Pigood_F.dds,0,44,4,
2143,RobBody_CATA_Pigood_M.dds,RobBody_CATA_Pigood_M.dds,0,44,4,
2144,chnArms_CATA_PSevil.dds,chnArms_CATA_PSevil.dds,0,45,4,
2145,chnBody_CATA_PSevil_F.dds,chnBody_CATA_PSevil_F.dds,0,45,4,
2146,chnBody_CATA_PSevil_M.dds,chnBody_CATA_PSevil_M.dds,0,45,4,
2147,chnBoots_CATA_PSevil.dds,chnBoots_CATA_PSevil.dds,0,45,4,
2148,chnGloves_CATA_PSevil.dds,chnGloves_CATA_PSevil.dds,0,45,4,
2149,chnLegs_CATA_PSevil.dds,chnLegs_CATA_PSevil.dds,0,45,4,
2150,cthArms_CATA_PSevil.dds,cthArms_CATA_PSevil.dds,0,45,4,
2151,cthBody_CATA_PSevil_F.dds,cthBody_CATA_PSevil_F.dds,0,45,4,
2152,cthBody_CATA_PSevil_M.dds,cthBody_CATA_PSevil_M.dds,0,45,4,
2153,cthBoots_CATA_PSevil.dds,cthBoots_CATA_PSevil.dds,0,45,4,
2154,cthGloves_CATA_PSevil.dds,cthGloves_CATA_PSevil.dds,0,45,4,
2155,cthLegs_CATA_PSevil.dds,cthLegs_CATA_PSevil.dds,0,45,4,
2156,leaArms_CATA_PSevil.dds,leaArms_CATA_PSevil.dds,0,45,4,
2157,leaBody_CATA_PSevil_F.dds,leaBody_CATA_PSevil_F.dds,0,45,4,
2158,leaBody_CATA_PSevil_M.dds,leaBody_CATA_PSevil_M.dds,0,45,4,
2159,leaBoots_CATA_PSevil.dds,leaBoots_CATA_PSevil.dds,0,45,4,
2160,leaGloves_CATA_PSevil.dds,leaGloves_CATA_PSevil.dds,0,45,4,
2161,leaLegs_CATA_PSevil.dds,leaLegs_CATA_PSevil.dds,0,45,4,
2162,plt_Legs_CATA_PSevil.dds,plt_Legs_CATA_PSevil.dds,0,45,4,
2163,pltArms_CATA_PSevil.dds,pltArms_CATA_PSevil.dds,0,45,4,
2164,pltBody_CATA_PSevil_F.dds,pltBody_CATA_PSevil_F.dds,0,45,4,
2165,pltBody_CATA_PSevil_M.dds,pltBody_CATA_PSevil_M.dds,0,45,4,
2166,pltBoots_CATA_PSevil.dds,pltBoots_CATA_PSevil.dds,0,45,4,
2167,pltGloves_CATA_PSevil.dds,pltGloves_CATA_PSevil.dds,0,45,4,
2168,robBody_CATA_PSevil_F.dds,robBody_CATA_PSevil_F.dds,0,45,4,
2169,robBody_CATA_PSevil_M.dds,robBody_CATA_PSevil_M.dds,0,45,4,
2170,sclArms_CATA_PSevil.dds,sclArms_CATA_PSevil.dds,0,45,4,
2171,sclBody_CATA_PSevil_F.dds,sclBody_CATA_PSevil_F.dds,0,45,4,
2172,sclBody_CATA_PSevil_M.dds,sclBody_CATA_PSevil_M.dds,0,45,4,
2173,sclBoots_CATA_PSevil.dds,sclBoots_CATA_PSevil.dds,0,45,4,
2174,sclGloves_CATA_PSevil.dds,sclGloves_CATA_PSevil.dds,0,45,4,
2175,sclLegs_CATA_PSevil.dds,sclLegs_CATA_PSevil.dds,0,45,4,
2176,stdArms_CATA_PSevil.dds,stdArms_CATA_PSevil.dds,0,45,4,
2177,stdBody_CATA_PSevil_F.dds,stdBody_CATA_PSevil_F.dds,0,45,4,
2178,stdBody_CATA_PSevil_M.dds,stdBody_CATA_PSevil_M.dds,0,45,4,
2179,stdBoots_CATA_PSevil.dds,stdBoots_CATA_PSevil.dds,0,45,4,
2180,stdGloves_CATA_PSevil.dds,stdGloves_CATA_PSevil.dds,0,45,4,
2181,stdLegs_CATA_PSevil.dds,stdLegs_CATA_PSevil.dds,0,45,4,
2182,Nor_m_head_Old01.dds,Nor_m_head_Old01.dds,0,44,4,
2183,Bri_f_head_Old01.dds,Bri_f_head_Old01.dds,0,44,4,
2184,Bri_m_head_Old01.dds,Bri_m_head_Old01.dds,0,44,4,
2185,Cel_f_head_Old01.dds,Cel_f_head_Old01.dds,0,44,4,
2186,Cel_m_head_Old01.dds,Cel_m_head_Old01.dds,0,44,4,
2187,Nor_f_head_Old01.dds,Nor_f_head_Old01.dds,0,44,4,
2188,stdLegs_CATA_Pigood.dds,stdLegs_CATA_Pigood.dds,0,45,4,
2189,stdArms_CATA_Pigood.dds,stdArms_CATA_Pigood.dds,0,45,4,
2190,stdBody_CATA_Pigood_F.dds,stdBody_CATA_Pigood_F.dds,0,45,4,
2191,stdBody_CATA_Pigood_M.dds,stdBody_CATA_Pigood_M.dds,0,45,4,
2192,stdBoots_CATA_Pigood.dds,stdBoots_CATA_Pigood.dds,0,45,4,
2193,stdGloves_CATA_Pigood.dds,stdGloves_CATA_Pigood.dds,0,45,4,
2194,stdBody_CATA_Pievil_F.dds,stdBody_CATA_Pievil_F.dds,0,45,4,
2195,stdBody_CATA_Pievil_M.dds,stdBody_CATA_Pievil_M.dds,0,45,4,
2196,stdLegs_CATA_Pievil.dds,stdLegs_CATA_Pievil.dds,0,45,4,
2197,stdArms_CATA_Pievil.dds,stdArms_CATA_Pievil.dds,0,45,4,
2198,stdBoots_CATA_Pievil.dds,stdBoots_CATA_Pievil.dds,0,45,4,
2199,stdGloves_CATA_Pievil.dds,stdGloves_CATA_Pievil.dds,0,45,4,
2200,Armor_Saddle_Starter.dds,Armor_Saddle_Starter.dds,0,46,4,
2201,Barding_Medium_Yellow.dds,Barding_Medium_Yellow.dds,0,46,4,
2202,Horse_Medium_Black.dds,Horse_Medium_Black.dds,0,47,4,
2203,Horse_Medium_Brown.dds,Horse_Medium_Brown.dds,0,47,4,
2204,Horse_Medium_White.dds,Horse_Medium_White.dds,0,47,4,
2205,Barding_Medium_HalfSock_Guild.dds,Barding_Medium_HalfSock_Guild.dds,0,46,4,
2206,Barding_Medium_Blanket_Guild.dds,Barding_Medium_Blanket_Guild.dds,0,46,4,
2207,Barding_Medium_FullSock_Guild.dds,Barding_Medium_FullSock_Guild.dds,0,46,4,
2208,Armor_Saddle_Starter.dds,Saddle_Starter_Decal.dds,1,46,4,
2209,Horse_medium_White_Tack.dds,Horse_medium_White_Tack.dds,0,46,4,
2210,Horse_medium_Black_Tack.dds,Horse_medium_Black_Tack.dds,0,46,4,
2211,Horse_medium_Brown_Tack.dds,Horse_medium_Brown_Tack.dds,0,46,4,
2212,Horse_Billboard.dds,Horse_Billboard.dds,0,46,4,
2213,TreeHuggers.dds,TreeHuggers.dds,0,46,4,
2214,WSerpents.dds,WSerpents.dds,0,46,4,
2215,NHighlanders.dds,NHighlanders.dds,0,46,4,
2216,PurpleCourage.dds,PurpleCourage.dds,0,46,4,
2217,RedDragons.dds,RedDragons.dds,0,46,4,
2218,headless_arms01.dds,headless_arms01.dds,0,53,4,
2219,cthArms01_M1.dds,cthArms01_M1.dds,0,46,5,
2220,cthArms01_M2.dds,cthArms01_M2.dds,0,46,5,
2221,cthArms01_M3.dds,cthArms01_M3.dds,0,46,5,
2222,cthBody01_M1_F.dds,cthBody01_M1_F.dds,0,46,5,
2223,cthBody01_M1_M.dds,cthBody01_M1_M.dds,0,46,5,
2224,cthBody01_M2_F.dds,cthBody01_M2_F.dds,0,46,5,
2225,cthBody01_M2_M.dds,cthBody01_M2_M.dds,0,46,5,
2226,cthBody01_M3_F.dds,cthBody01_M3_F.dds,0,46,5,
2227,cthBody01_M3_M.dds,cthBody01_M3_M.dds,0,46,5,
2228,cthBoots01_M1.dds,cthBoots01_M1.dds,0,46,5,
2229,cthBoots01_M2.dds,cthBoots01_M2.dds,0,46,5,
2230,cthBoots01_M3.dds,cthBoots01_M3.dds,0,46,5,
2231,cthGloves01_M1.dds,cthGloves01_M1.dds,0,46,5,
2232,cthGloves01_M2.dds,cthGloves01_M2.dds,0,46,5,
2233,cthLegs01_M1.dds,cthLegs01_M1.dds,0,46,5,
2234,cthLegs01_M2.dds,cthLegs01_M2.dds,0,46,5,
2235,cthLegs01_M3.dds,cthLegs01_M3.dds,0,46,5,
2236,Horse_Medium_Pink.dds,Horse_Medium_Pink.dds,0,52,4,
2237,Armor_Mount_PlainSaddle.dds,Armor_Mount_PlainSaddle.dds,0,46,4,
2238,Horse_Spotted.dds,Horse_Spotted.dds,0,47,4,
2239,Horse_Medium_palamino.dds,Horse_Medium_palamino.dds,0,47,4,
2240,Horse_Medium_Gray.dds,Horse_Medium_Gray.dds,0,47,4,
2241,empty, , , , ,
2242,Horse_Medium_Choclate.dds,Horse_Medium_Choclate.dds,0,47,4,
2243,Horse_Heavy_Clydesdale.dds,Horse_Heavy_Clydesdale.dds,0,47,4,
2244,Horse_Medium_Rainbow.dds,Horse_Medium_Rainbow.dds,0,47,4,
2245,empty, , , , ,
2246,Horse_nightmare.dds,Horse_nightmare.dds,0,48,4,
2247,Mount_Armor_HibHeroic.dds,Mount_Armor_HibHeroic.dds,0,48,4,
2248,Horse_Medium_ShireDappled.dds,Horse_Medium_ShireDappled.dds,0,48,4,
2249,Horse_Medium_RedDun.dds,Horse_Medium_RedDun.dds,0,48,4,
2250,Horse_Medium_Appaloosa.dds,Horse_Medium_Appaloosa.dds,0,48,4,
2251,Horse_Medium_DappledGrey.dds,Horse_Medium_DappledGrey.dds,0,48,4,
2252,Horse_Medium_PrimativeDun.dds,Horse_Medium_PrimativeDun.dds,0,48,4,
2253,Horse_Medium_Lepoard.dds,Horse_Medium_Lepoard.dds,0,48,4,
2254,Empty,,0,,,
2255,Horse_Medium_StrawberryRoan.dds,Horse_Medium_StrawberryRoan.dds,0,48,4,
2256,Horse_Epic_Earth.dds,Horse_Epic_Earth.dds,0,48,4,
2257,Horse_Epic_Storm.dds,Horse_Epic_Storm.dds,0,48,4,
2258,Horse_Epic_Frost.dds,Horse_Epic_Frost.dds,0,48,4,
2259,Horse_Epic_Flame.dds,Horse_Epic_Flame.dds,0,48,4,
2260,Mount_Armor_HibSinister.dds,Mount_Armor_HibSinister.dds,0,48,4,
2261,Mount_armor_HibMagical.dds,Mount_armor_HibMagical.dds,0,48,4,
2262,Mount_Armor_HibPreorder.dds,Mount_Armor_HibPreorder.dds,0,48,4,
2263,Mount_Armor_HibSaddle.dds,Mount_Armor_HibSaddle.dds,0,48,4,
2264,Mount_Armor_MidHeroic.dds,Mount_Armor_MidHeroic.dds,0,48,4,
2265,Mount_Armor_MidSinister.dds,Mount_Armor_MidSinister.dds,0,48,4,
2266,Mount_Armor_MidMagical.dds ,Mount_Armor_MidMagical.dds,0,48,4,
2267,Mount_Armor_MidPreorder.dds,Mount_Armor_MidPreorder.dds,0,48,4,
2268,Mount_Armor_MidSaddle.dds,Mount_Armor_MidSaddle.dds,0,48,4,
2269,Mount_Armor_AlbPreorder.dds,Mount_Armor_AlbPreorder.dds,0,48,4,
2270,Mount_Armor_AlbMagical.dds,Mount_Armor_AlbMagical.dds,0,48,4,
2271,Mount_Armor_AlbHeroic.dds,Mount_Armor_AlbHeroic.dds,0,48,4,
2272,Mount_Armor_AlbSinister.dds,Mount_Armor_AlbSinister.dds,0,48,4,
2273,Armor_Mount_PlainSaddle.dds,Armor_Mount_PlainSaddle.dds,0,48,4,
2274,Constaintine_Body.dds,Constaintine_Body.dds,0,50,5,
2275,Constaintine_Boots.dds,Constaintine_Boots.dds,0,50,5,
2276,Constaintine_Cloak.dds,Constaintine_Cloak.dds,0,50,5,
2277,Constaintine_Gloves.dds,Constaintine_Gloves.dds,0,50,5,
2278,Constaintine_Head.dds,Constaintine_Head.dds,0,50,5,
2279,Constaintine_Helmet.dds,Constaintine_Helmet.dds,0,50,5,
2280,Constaintine_ShoulderPads.dds,Constaintine_ShoulderPads.dds,0,50,5,
2281,KingViking_Arms.dds,KingViking_Arms.dds,0,50,5,
2282,KingViking_Body.dds,KingViking_Body.dds,0,50,5,
2283,KingViking_Head.dds,KingViking_Head.dds,0,50,5,
2284,KingViking_Helmet.dds,KingViking_Helmet.dds,0,50,5,
2285,KingViking_Legs.dds,KingViking_Legs.dds,0,50,5,
2286,KingViking_ShoulderArmour.dds,KingViking_ShoulderArmour.dds,0,50,5,
2287,New Albion Sorcerer Epic Boot,Sorcerer_boot.dds,0,49,4,
2288,New Albion Sorcerer Epic Gloves,Sorcerer_glove.dds,0,49,4,
2289,empty,,,,,
2290,KingLug_boots.dds,KingLug_boots.dds,0,50,5,
2291,KingLug_head.dds,KingLug_head.dds,0,50,5,
2292,KingLug_helmet.dds,KingLug_helmet.dds,0,50,5,
2293,KingLug_shoulderpiece.dds,KingLug_shoulderpiece.dds,0,50,5,
2294,KingLug_arms.dds,KingLug_arms.dds,0,50,5,
2295,KingLug_body.dds,KingLug_body.dds,0,50,5,
2296,Horse_undead.dds,Horse_undead.dds,0,47,4,
2297,New Albion Epic Sorcerer Robe - F,robBody01_Epic_Sorcerer_f.dds,0,49,4,
2298,New Albion Epic Sorcerer Robe - M,robBody01_Epic_Sorcerer_m.dds,0,49,4,
2299,New Midgard Thane Epic Gloves,chnGloves01_Epic_Thane.dds,0,49,4,
2300,New Midgard Bezerker Epic Arms,cthArms01_Epic_Bezerker.dds,0,49,4,
2301,New Hibernian Blademaster Epic Arms,cthArms01_Epic_Blademaster.dds,0,49,4,
2302,New Midgard Hunter Epic Arms,cthArms01_Epic_Hunter.dds,0,49,4,
2303,New Albion Minstrel Epic Arms,cthArms01_Epic_Minstrel.dds,0,49,4,
2304,New Midgard Thane Epic Arms,cthArms01_Epic_Thane.dds,0,49,4,
2305,New Midgard Bezerker Epic Legs,cthLegs01_Epic_Bezerker.dds,0,49,4,
2306,New Hibernian Blademaster Epic Legs,cthLegs01_Epic_Blademaster.dds,0,49,4,
2307,New Midgard Hunter Epic Legs,cthLegs01_Epic_Hunter.dds,0,49,4,
2308,New Albion Minstrel Epic Legs,cthLegs01_Epic_Minstrel.dds,0,49,4,
2309,New Midgard Thane Epic Legs,cthLegs01_Epic_Thane.dds,0,49,4,
2310,New Midgard Bezerker Epic Vest - F,leaBody05_Epic_Bezerker_f.dds,0,49,4,
2311,New Midgard Bezerker Epic Vest - M,leaBody05_Epic_Bezerker_m.dds,0,49,4,
2312,New Midgard Hunter Epic Vest - F,leaBody05_Epic_Hunter_f.dds,0,49,4,
2313,New Midgard Hunter Epic Vest - M,leaBody05_Epic_Hunter_m.dds,0,49,4,
2314,New Midgard Bezerker Epic Boots,leaBoots01_Epic_Bezerker.dds,0,49,4,
2315,New Hibernian Blademaster Epic Boots,leaBoots01_Epic_Blademaster.dds,0,49,4,
2316,New Midgard Hunter Epic Boots,leaBoots01_Epic_Hunter.dds,0,49,4,
2317,New Midgard Bezerker Epic Gloves,leaGloves01_Epic_Bezerker.dds,0,49,4,
2318,New Hibernian Blademaster Epic Gloves,leaGloves01_Epic_Blademaster.dds,0,49,4,
2319,New Midgard Hunter Epic Gloves,leaGloves01_Epic_Hunter.dds,0,49,4,
2320,New Albion Minstrel Epic Vest - F,pltBody01_Epic_minstrel_f.dds,0,49,4,
2321,New Albion Minstrel Epic Vest - M,pltBody01_Epic_Minstrel_m.dds,0,49,4,
2322,New Albion Minstrel Epic Boots,pltBoots01_Epic_Minstrel.dds,0,49,4,
2323,New Albion Minstrel Epic Gloves,pltGloves01_Epic_Minstrel.dds,0,49,4,
2324,New Hibernian Blademaster Epic Vest - F,renBody03_Epic_Blademaster_f.dds,0,49,4,
2325,New Hibernian Blademaster Epic Vest - M,renBody03_Epic_Blademaster_m.dds,0,49,4,
2326,New Midgard Thane Epic Vest - F,chnBody04_Epic_Thane_f.dds,0,49,4,
2327,New Midgard Thane Epic Vest - M,chnBody04_Epic_Thane_m.dds,0,49,4,
2328,New Midgard Thane Epic Boots,chnBoots01_Epic_Thane.dds,0,49,4,
2329,Albion_skeleton_head01.dds,Albion_skeleton_head01.dds,0,51,4,
2330,body01_Albion_skeleton.dds,body01_Albion_skeleton.dds,0,51,4,
2331,boots01_Albion_skeleton.dds,boots01_Albion_skeleton.dds,0,51,4,
2332,gloves01_Albion_skeleton.dds,gloves01_Albion_skeleton.dds,0,51,4,
2333,Body01_Starter_skeleton.dds,Body01_Starter_skeleton.dds,0,51,4,
2334,Headless_Head01.dds,Headless_Head01.dds,0,53,4,
2335,cthArms01_SS_Min_A.dds,cthArms01_SS_Min_A.dds,0,56,4,
2336,cthArms01_SS_Min_H.dds,cthArms01_SS_Min_H.dds,0,56,4,
2337,cthArms01_SS_Min_M.dds,cthArms01_SS_Min_M.dds,0,56,4,
2338,cthBody01_SS_Min_A.dds,cthBody01_SS_Min_A.dds,0,56,4,
2339,cthBody01_SS_Min_H.dds,cthBody01_SS_Min_H.dds,0,56,4,
2340,cthBody01_SS_Min_M.dds,cthBody01_SS_Min_M.dds,0,56,4,
2341,cthBoots01_SS_Min_A.dds,cthBoots01_SS_Min_A.dds,0,56,4,
2342,cthBoots01_SS_Min_H.dds,cthBoots01_SS_Min_H.dds,0,56,4,
2343,cthBoots01_SS_Min_M.dds,cthBoots01_SS_Min_M.dds,0,56,4,
2344,cthGloves01_SS_Min_A.dds,cthGloves01_SS_Min_A.dds,0,56,4,
2345,cthGloves01_SS_Min_H.dds,cthGloves01_SS_Min_H.dds,0,56,4,
2346,cthGloves01_SS_Min_M.dds,cthGloves01_SS_Min_M.dds,0,56,4,
2347,cthLegs01_SS_Min_A.dds,cthLegs01_SS_Min_A.dds,0,56,4,
2348,cthLegs01_SS_Min_H.dds,cthLegs01_SS_Min_H.dds,0,56,4,
2349,cthLegs01_SS_Min_M.dds,cthLegs01_SS_Min_M.dds,0,56,4,
2350,Catatoa_shade_hair.dds,Catatoa_shade_hair.dds,0,53,4,
2351,Catatoa_stone_hair1.dds,Catatoa_stone_hair1.dds,0,53,4,
2352,Corrupt_legs_02.dds,Corrupt_legs_02.dds,0,55,6,
2353,Corrupt_legs_03.dds,Corrupt_legs_03.dds,0,55,6,
2354,Corrupt_arms_01.dds,Corrupt_arms_01.dds,0,55,6,
2355,Corrupt_arms_02.dds,Corrupt_arms_02.dds,0,55,6,
2356,Corrupt_arms_03.dds,Corrupt_arms_03.dds,0,55,6,
2357,Corrupt_head_01.dds,Corrupt_head_01.dds,0,55,6,
2358,Corrupt_head_02.dds,Corrupt_head_02.dds,0,55,6,
2359,Corrupt_head_03.dds,Corrupt_head_03.dds,0,55,6,
2360,Corrupt_legs_01.dds,Corrupt_legs_01.dds,0,55,6,
2361,CataKilt_shade_high.dds,CataKilt_shade_high.dds,0,53,4,
2362,mino_skeleton_head.dds,mino_skeleton_head.dds,0,55,6,
2363,mino_skeleton_legs.dds,mino_skeleton_legs.dds,0,55,6,
2364,mino_skeleton_arms.dds,mino_skeleton_arms.dds,0,55,6,
2365,MinoA_m_Head01.dds,MinoA_m_Head01.dds,,54,4,
2366,MinoA_m_Head02.dds,MinoA_m_Head02.dds,,54,4,
2367,MinoA_m_Head03.dds,MinoA_m_Head03.dds,,54,4,
2368,MinoA_m_Head04.dds,MinoA_m_Head04.dds,,54,4,
2369,MinoA_m_Head05.dds,MinoA_m_Head05.dds,,54,4,
2370,MinoA_m_Head06.dds,MinoA_m_Head06.dds,,54,4,
2371,cthBody01_SS_Min_A.dds,cthBody01_SS_Min_A.dds,,56,4,
2372,cthBody01_SS_Min_H.dds,cthBody01_SS_Min_H.dds,,56,4,
2373,cthBody01_SS_Min_M.dds,cthBody01_SS_Min_M.dds,,56,4,
2374,cthBoots01_SS_Min_A.dds,cthBoots01_SS_Min_A.dds,,56,4,
2375,cthBoots01_SS_Min_H.dds,cthBoots01_SS_Min_H.dds,,56,4,
2376,cthBoots01_SS_Min_M.dds,cthBoots01_SS_Min_M.dds,,56,4,
2377,cthGloves01_SS_Min_A.dds,cthGloves01_SS_Min_A.dds,,56,4,
2378,cthGloves01_SS_Min_H.dds,cthGloves01_SS_Min_H.dds,,56,4,
2379,MinoM_m_Head01.dds,MinoM_m_Head01.dds,,54,4,
2380,MinoM_m_Head02.dds,MinoM_m_Head02.dds,,54,4,
2381,MinoM_m_Head03.dds,MinoM_m_Head03.dds,,54,4,
2382,MinoM_m_Head04.dds,MinoM_m_Head04.dds,,54,4,
2383,MinoM_m_Head05.dds,MinoM_m_Head05.dds,,54,4,
2384,MinoM_m_Head06.dds,MinoM_m_Head06.dds,,54,4,
2385,MinoH_m_Head01.dds,MinoH_m_Head01.dds,,54,4,
2386,MinoH_m_Head02.dds,MinoH_m_Head02.dds,,54,4,
2387,MinoH_m_Head03.dds,MinoH_m_Head03.dds,,54,4,
2388,MinoH_m_Head04.dds,MinoH_m_Head04.dds,,54,4,
2389,MinoH_m_Head05.dds,MinoH_m_Head05.dds,,54,4,
2390,MinoH_m_Head06.dds,MinoH_m_Head06.dds,,54,4,
2391,MinoM_m_Head07.dds,MinoM_m_Head07.dds,,54,4,
2392,MinoA_m_Head07.dds,MinoA_m_Head07.dds,,54,4,
2393,MinoH_m_Head07.dds,MinoH_m_Head07.dds,,54,4,
2394,MinA_m_hair01.dds,MinA_m_hair01.dds,,56,4,
2395,MinA_m_hair02.dds,MinA_m_hair02.dds,,56,4,
2396,MinA_m_hair03.dds,MinA_m_hair03.dds,,56,4,
2397,MinA_m_hair04.dds,MinA_m_hair04.dds,,56,4,
2398,MinM_m_hair01.dds,MinM_m_hair01.dds,,56,4,
2399,MinM_m_hair02.dds,MinM_m_hair02.dds,,56,4,
2400,MinM_m_hair03.dds,MinM_m_hair03.dds,,56,4,
2401,MinM_m_hair04.dds,MinM_m_hair04.dds,,56,4,
2402,MinH_m_hair01.dds,MinH_m_hair01.dds,,56,4,
2403,MinH_m_hair02.dds,MinH_m_hair02.dds,,56,4,
2404,MinH_m_hair03.dds,MinH_m_hair03.dds,,56,4,
2405,MinH_m_hair04.dds,MinH_m_hair04.dds,,56,4,
2406,Mino_M_mummyHead01.dds,Mino_M_mummyHead01.dds,,53,4,
2407,Mino_M_ShadeHead01.dds,Mino_M_ShadeHead01.dds,,53,4,
2408,MinoA_M_mummyhair01.dds,MinoA_M_mummyhair01.dds,,53,4,
2409,MinoH_M_mummyhair01.dds,MinoH_M_mummyhair01.dds,,53,4,
2410,MinoM_M_mummyhair01.dds,MinoM_M_mummyhair01.dds,,53,4,
2411,Sea_Horse.dds,Sea_Horse.dds,,52,4,
2412,Arboreal_Horse.dds,Arboreal_Horse.dds,,52,4,
2413,Horse_Clockwork.dds,Horse_Clockwork.dds,,52,4,
2414,Horse_Gemstone.dds,Horse_Gemstone.dds,,52,4,
2415,Hib Mauler Epic Gloves,Lab_Epic_Hib_Mauler_Lea1_gloves.dds,,57,4, 
2416,Hib Mauler Epic Legs,Lab_Epic_Hib_Mauler_Lea1_legs.dds,,57,4, 
2417,Hib Mauler Epic Arms,Lab_Epic_Hib_Mauler_Lea1_arms.dds,,57,4, 
2418,Hib Mauler Epic Body Female,Lab_Epic_Hib_Mauler_Lea1_body1f.dds,,57,4, 
2419,Hib Mauler Epic Body Male,Lab_Epic_Hib_Mauler_Lea1_body1m.dds,,57,4, 
2420,Hib Mauler Epic Boots,Lab_Epic_Hib_Mauler_Lea1_boots.dds,,57,4, 
2421,Mid Mauler Epic Arms,Lab_Epic_Mid_Mauler_Lea1_Arms.dds,,57,4,
2422,Mid Mauler Epic Body Female,Lab_Epic_Mid_Mauler_Lea1_body1f.dds,,57,4,
2423,Mid Mauler Epic Body Male,Lab_Epic_Mid_Mauler_Lea1_body1m.dds,,57,4,
2424,Mid Mauler Epic Body Boots,Lab_Epic_Mid_Mauler_Lea1_boots.dds,,57,4,
2425,Mid Mauler Epic Gloves,Lab_Epic_Mid_Mauler_Lea1_gloves.dds,,57,4,
2426,Mid Mauler Epic Legs,Lab_Epic_Mid_Mauler_Lea1_legs.dds,,57,4,
2427,Corrupt Chain Female Body,lab_corruptmino_chn1_body1f.dds,,58,4,
2428,Corrupt Chain Male Body,lab_corruptmino_chn1_body1m.dds,,58,4,
2429,Corrupt Chain Boots,lab_corruptmino_chn1_boot1.dds,,58,4,
2430,Corrupt Chain Gloves,lab_corruptmino_chn1_glove1.dds,,58,4,
2431,Corrupt Chain Legs,lab_corruptmino_chn1_leg1.dds,,58,4,
2432,Corrupt Chain Arms,lab_corruptmino_chn1_arm1.dds,,58,4,
2433,Corrupt Leather Arms,lab_corruptmino_lea1_arm1.dds,,58,4,
2434,Corrupt Leather Female Body,lab_corruptmino_lea1_body1f.dds,,58,4,
2435,Corrupt Leather Male Body,lab_corruptmino_lea1_body1m.dds,,58,4,
2436,Corrupt Leather Boots,lab_corruptmino_lea1_boot1.dds,,58,4,
2437,Corrupt Leather Gloves,lab_corruptmino_lea1_glove1.dds,,58,4,
2438,Corrupt Leather Legs,lab_corruptmino_lea1_leg1.dds,,58,4,
2439,Corrupt Plate Arms,lab_corruptmino_plt1_arm1.dds,,58,4,
2440,Corrupt Plate Female Body,lab_corruptmino_plt1_body1f.dds,,58,4,
2441,Corrupt Plate Male Body,lab_corruptmino_plt1_body1m.dds,,58,4,
2442,Corrupt Plate Boots,lab_corruptmino_plt1_boot1.dds,,58,4,
2443,Corrupt Plate Gloves,lab_corruptmino_plt1_glove1.dds,,58,4,
2444,Corrupt Plate Legs,lab_corruptmino_plt1_leg1.dds,,58,4,
2445,Corrupt Robe Female,lab_corruptmino_rob1_body1f.dds,,58,4,
2446,Corrupt Robe Male,lab_corruptmino_rob1_body1m.dds,,58,4,
2447,Corrupt Scale Female Body,lab_corruptmino_scl1_body1f.dds,,58,4,
2448,Corrupt Scale Male Body,lab_corruptmino_scl1_body1m.dds,,58,4,
2449,Corrupt Scale Boots,lab_corruptmino_scl1_boot1.dds,,58,4,
2450,Corrupt Scale Gloves,lab_corruptmino_scl1_glove1.dds,,58,4,
2451,Corrupt Scale Legs,lab_corruptmino_scl1_leg1.dds,,58,4,
2452,Corrupt Scale Arms,lab_corruptmino_scl1_arm1.dds,,58,4,
2453,Corrupt Studded Arms,lab_corruptmino_std1_arm1.dds,,58,4,
2454,Corrupt Studded Female Body,lab_corruptmino_std1_body1f.dds,,58,4,
2455,Corrupt Studded Male Body,lab_corruptmino_std1_body1m.dds,,58,4,
2456,Corrupt Studded Boots,lab_corruptmino_std1_boot1.dds,,58,4,
2457,Corrupt Studded Gloves,lab_corruptmino_std1_glove1.dds,,58,4,
2458,Corrupt Studded Legs,lab_corruptmino_std1_leg1.dds,,58,4,
2459,Mino Plate Female Body,lab_mino_plt1_body1f.dds,,58,4,
2460,Mino Plate Male Body,lab_mino_plt1_body1m.dds,,58,4,
2461,Mino Plate Boots,lab_mino_plt1_boot1.dds,,58,4,
2462,Mino Plate Gloves,lab_mino_plt1_glove1.dds,,58,4,
2463,Mino Plate Legs,lab_mino_plt1_leg1.dds,,58,4,
2464,Mino Plate Arms,lab_mino_plt1_arm1.dds,,58,4,
2465,Mino Robe Female,lab_mino_rob1_body1f.dds,,58,4,
2466,Mino Robe Male,lab_mino_rob1_body1m.dds,,58,4,
