Information,,NIF,Skins,,,,,,,,,,,,Sound,,,,,Head,Hug,,Obj,,Helm,Alt,Body ,cloak,Emblem,No FX,alternate,min float,max float,Combat ,,Arms,Head,LOD,Body,Mon,Legs,Body,Head,Arms,Legs,Shield,Lbody,Gloves,Boots,Gloves,Boots,Lbody,Body,Head,Arms,Gloves,Lbody,Boots,Legs,Biped,No,ForceHeld,ForceHeld,No,Shape Change,No,Cata,CatSkin,Cata Skin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,Cata,Cata,Cata,Cata,Cata,Cat No Armor,Cat No Armor,Cat No Armor,Cat No Armor,Cat No Armor,Cat No ,Cata Skinmode,Cata Eye Tint,Cata Skin Tint,Vampiir,Vampiir,Vampiir,Catac Alpha,Cata,Tutorial,Mount ,,
1155,Shar Merchant Male 9,490,1762,1752,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1777,0,2,0,0,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,,,,94,,,,,,,,,,,,6496,,,,,,
1156,Shar Merchant Male 10,490,1762,1753,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1778,0,2,0,0,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,,,,94,,,,,,,,,,,,6496,,,,,,
1157,Shar Merchant Male 11,490,1762,1754,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1777,0,2,0,0,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,,,,94,,,,,,,,,,,,6496,,,,,,
1158,Shar Merchant Male 12,490,1762,1755,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1778,0,2,0,0,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,588,3741,,3752,3743,3746,3744,3745,79,,11,,,,94,,,,,,,,,,,,6496,,,,,,
1159,Shar Merchant Female 1,491,1761,1752,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1767,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,3743,6258,3744,3745,79,,12,,,,91,,,,,,,,,,,,6496,,,,,,
1160,Shar Merchant Female 2,491,1761,1753,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1768,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,3743,6258,3744,3745,79,,12,,,,91,,,,,,,,,,,,6496,,,,,,
1161,Shar Merchant Female 3,491,1761,1754,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1767,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,3743,6258,3744,3745,79,,12,,,,91,,,,,,,,,,,,6496,,,,,,
1162,Shar Merchant Female 4,491,1761,1755,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1768,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,3743,6258,3744,3745,79,,12,,,,91,,,,,,,,,,,,6496,,,,,,
1163,Shar Merchant Female 5,491,1761,1756,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1769,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,3743,6258,3744,3745,79,,12,,,,91,,,,,,,,,,,,6496,,,,,,
1164,Shar Merchant Female 6,491,1761,1757,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1770,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,3743,6258,3744,3745,79,,12,,,,91,,,,,,,,,,,,6496,,,,,,
1165,Shar Merchant Female 7,491,1761,1758,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1769,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,3743,6258,3744,3745,79,,12,,,,91,,,,,,,,,,,,6496,,,,,,
1166,Shar Merchant Female 8,491,1761,1759,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1770,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,3743,6258,3744,3745,79,,12,,,,91,,,,,,,,,,,,6496,,,,,,
1167,Shar Merchant Female 9,491,1761,1752,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1771,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,3743,6258,3744,3745,79,,12,,,,91,,,,,,,,,,,,6496,,,,,,
1168,Shar Merchant Female 10,491,1761,1753,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1772,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,3743,6258,3744,3745,79,,12,,,,91,,,,,,,,,,,,6496,,,,,,
1169,Shar Merchant Female 11,491,1761,1754,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1771,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,3743,6258,3744,3745,79,,12,,,,91,,,,,,,,,,,,6496,,,,,,
1170,Shar Merchant Female 12,491,1761,1755,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1772,0,2,0,1,92,0,97,0,0,1,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,589,3742,,3753,3743,6258,3744,3745,79,,12,,,,91,,,,,,,,,,,,6496,,,,,,
1171,Andro Sphinx 01,468,1666,1667,0,0,0,0,0,0,0,100,105,1,171,0,0,0,0,0,0,0,92,0,0,0,1671,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,1589,0,0,0,92,,,,,,,1672,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,Andro Sphinx 02,468,1666,1668,0,0,0,0,0,0,0,100,105,1,171,0,0,0,0,0,0,0,92,0,0,0,1671,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,1589,0,0,0,92,,,,,,,1672,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,Andro Sphinx 03,468,1666,1669,0,0,0,0,0,0,0,100,105,1,171,0,0,0,0,0,0,0,92,0,0,0,1671,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,1589,0,0,0,92,,,,,,,1672,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Andro Sphinx 04,468,1666,1670,0,0,0,0,0,0,0,100,105,1,171,0,0,0,0,0,0,0,92,0,0,0,1671,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,1589,0,0,0,92,,,,,,,1672,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Hieraco Sphinx 01,469,1673,1674,0,0,0,0,0,0,0,100,105,1,156,0,0,0,0,0,0,0,92,0,0,0,1676,0,0,0,0,0,0,0,0,0,1678,1419,0,0,0,1589,1589,0,0,92,,,,,,,1677,1679,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Hieraco Sphinx 02,469,1673,1675,0,0,0,0,0,0,0,100,105,1,156,0,0,0,0,0,0,0,92,0,0,0,1676,0,0,0,0,0,0,0,0,0,1678,1419,0,0,0,1589,1589,0,0,92,,,,,,,1684,1679,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,Crio Sphinx 01,470,1680,1681,0,0,0,0,0,0,0,100,105,1,143,0,0,0,0,0,0,0,92,0,0,0,1683,0,0,0,0,0,0,0,0,0,1685,1419,0,0,0,1589,1589,0,0,92,,,,,,,1684,1686,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,Crio Sphinx 02,470,1680,1682,0,0,0,0,0,0,0,100,105,1,143,0,0,0,0,0,0,0,92,0,0,0,1683,0,0,0,0,0,0,0,0,0,1685,1419,0,0,0,1589,1589,0,0,92,,,,,,,1684,1686,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Gyno Sphinx ,471,1687,1688,0,0,0,0,0,0,0,100,150,1,152,0,0,0,0,0,0,0,92,0,0,0,1689,0,0,0,0,0,0,0,0,0,1691,1419,0,0,0,1589,1589,0,0,92,,,,,,,1690,1692,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Chimera,472,1693,1694,0,0,0,0,0,0,0,100,220,1,142,0,0,0,0,0,0,0,92,0,0,0,1695,0,0,0,0,0,0,0,0,0,0,1419,1,0,0,0,0,0,0,92,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Talos,473,1699,1702,1696,0,0,1705,0,0,0,100,128,1,173,0,0,0,0,0,0,0,92,0,0,0,1700,0,0,0,0,0,0,0,0,1697,1703,1419,0,0,1706,1589,1589,1589,1589,92,,,,,,,1701,1704,1698,,,,1707,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Gorgon 01,474,1708,1710,1712,0,0,0,0,0,0,100,87,1,151,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Gorgon 02,474,1708,1722,1712,0,0,0,0,0,0,100,87,1,151,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Gorgon 03,474,1708,1724,1712,0,0,0,0,0,0,100,87,1,151,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Gorgon Volc 01,474,1709,1711,1714,0,0,0,0,0,0,100,87,1,151,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Gorgon Volc 02,474,1709,1723,1714,0,0,0,0,0,0,100,87,1,151,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,Gorgon Volc 03,474,1709,1725,1714,0,0,0,0,0,0,100,87,1,151,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,1713,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Medusa,475,1715,1716,0,0,0,0,0,0,0,100,87,1,160,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Medusa Volc,475,1721,1720,0,0,0,0,0,0,0,100,87,1,160,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Minotaur 01,476,1717,0,0,0,0,0,0,0,0,100,112,1,161,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Minotaur 02,476,1719,0,0,0,0,0,0,0,0,100,112,1,161,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Minotaur_LT,477,1718,0,0,0,0,0,0,0,0,100,112,1,161,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Stygian Lion,478,1726,0,0,0,0,0,0,0,0,100,60,1,172,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Djinn,479,1727,0,0,0,0,0,0,0,0,100,106,1,29,0,0,0,0,0,0,0,0,0,0,0,1729,0,0,0,0,0,0,0,0,0,0,1419,1,0,0,1589,0,0,0,92,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Djinn Lt,480,1731,0,0,0,0,0,0,0,0,100,106,1,146,0,0,0,0,0,0,0,0,0,0,0,1729,0,0,0,0,0,0,0,0,0,0,1419,1,0,0,1733,0,0,0,92,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Dao,481,1734,0,0,0,0,0,0,0,0,100,106,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,1,0,0,0,0,0,0,92,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Marid,482,1735,0,0,0,0,0,0,0,0,100,106,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,1,0,0,0,0,0,0,92,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,Jinni,483,1736,0,0,0,0,0,0,0,0,100,103,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,1,0,0,0,0,0,0,92,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Efreeti,484,1738,0,0,0,0,0,0,0,0,100,106,1,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,1,0,0,0,0,0,0,92,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Scarab 01,485,1740,0,0,0,0,0,0,0,0,15,40,1,165,0,0,0,0,0,1,0,0,0,0,0,1741,0,0,1,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,1742,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Scarab 02,485,1743,0,0,0,0,0,0,0,0,15,40,1,165,0,0,0,0,0,1,0,0,0,0,0,1741,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,92,,,,,,,1742,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Scarab Alt,486,1746,0,0,0,0,0,0,0,0,15,40,1,165,0,0,0,0,0,1,0,0,0,0,0,1747,0,0,1,0,0,0,0,0,0,0,1419,0,0,0,1748,0,0,0,92,,,,,,,1749,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Hopolite 06,487,1750,0,0,0,0,0,0,0,0,100,123,1,157,0,0,0,0,0,0,0,0,0,0,0,1587,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Hopolite 07,487,1751,0,0,0,0,0,0,0,0,100,123,1,157,0,0,0,0,0,0,0,0,0,0,0,1588,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,Winged Scarab 01,488,1743,0,0,0,0,0,0,0,0,15,45,1,176,0,0,0,0,0,0,0,0,0,0,0,1744,0,0,1,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,1745,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Winged Scarab 02,488,1740,0,0,0,0,0,0,0,0,15,45,1,176,0,0,0,0,0,0,0,0,0,0,0,1747,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,1749,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Dragon Fly Mount,489,1397,0,0,0,0,0,0,0,0,15,142,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,Undead Mammoth,367,1779,0,0,0,0,0,0,0,0,100,192,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209, Coral Lammia,368,1780,0,0,0,0,0,0,0,0,100,80,1,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Undead Morvalt Male ,387,1781,0,0,0,0,0,0,0,0,100,82,1,96,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Green Leafy Sylvan Shade Male,346,1783,1788,1782,1785,1786,1787,1784,0,0,100,82,1,114,0,0,1330,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Mutated Octonid,397,1789,0,0,0,0,0,0,0,0,100,280,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Centaur 01,492,1790,0,0,0,0,0,0,0,0,100,115,1,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,Centaur 02,492,1791,0,0,0,0,0,0,0,0,100,115,1,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,Centaur Lt.,493,1792,0,0,0,0,0,0,0,0,100,125,1,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,Winged Centaur 01,494,1793,0,0,0,0,0,0,0,0,100,115,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Winged Centaur 02,494,1794,0,0,0,0,0,0,0,0,100,115,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Winged Centaur Lt.,495,1795,0,0,0,0,0,0,0,0,100,115,1,175,0,0,0,0,0,0,0,0,0,0,0,1796,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,1797,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,Phoenix,496,1798,1799,1801,0,0,1800,0,0,0,300,580,1,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,1419,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Cyclops 01,497,1802,1806,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Cyclops 02,497,1802,1807,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Cyclops 03,497,1802,1808,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Cyclops 04,497,1803,1806,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,Cyclops 05,497,1803,1807,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,Cyclops 06,497,1803,1808,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Cyclops 07,497,1804,1806,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,Cyclops 08,497,1804,1807,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Cyclops 09,497,1804,1808,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,Cyclops 10,497,1805,1806,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Cyclops 11,497,1805,1807,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Cyclops 12,497,1805,1808,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,Cyclops Lt,498,1809,1810,0,0,0,0,0,0,0,100,222,1,145,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1233,Iaculi,499,1811,0,0,0,0,0,0,0,0,100,80,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,2,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Uraeus,500,1812,0,0,0,0,0,0,0,0,100,80,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Wyvern Mount,338,1310,0,0,0,0,0,0,0,0,120,213,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,Gryphon  Mount,333,1301,1302,0,0,0,0,0,0,0,120,180,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
