Information,,NIF,Icon,Skins,Fem,,,,,,,,Head,Body,Lbody,Cloak,On,,Combat,Left,Sound,Apply,Show,Alternate,Use,Siege,detail,Alternate,Alternate,Alternate,Alternate,Arms,Gloves,Legs,Boots,HouseItem,Fem,Fem,Fem,Fem,Fem,Fem,House,Garden House,Length,Width,X Offset,Y Off Set,Multi 1,Multi 2,Env Map,Colideable,Object Idle,Object Run,Object,Alb Realm,Mid Realm,Hib Realm,Siege,Siege,Siege,# Small,# Large,Player,Cata,CataSkin,CataSkin,CataSkin,CataSkin,CataSkin,CataSkin,CataSkin,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata,Cata Helm,RVR,Weapon,Weapon,Ground,Full Helm,Ignore Cata
1984,Hib 2H Firbolg Troll Splitter Water,897,2431,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,Hib Celtic Hammer Air,898,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986,Hib Celtic Hammer Earth,898,2433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,Hib Celtic Hammer Fire,898,2434,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,Hib Celtic Hammer Water,898,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Hib Firbolg Hammer Air,899,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Hib Firbolg Hammer Earth,899,2437,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,Hib Firbolg Hammer Fire,899,2438,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,Hib Firbolg Hammer Water,899,2439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Hib Elven Long Bow Air,2473,2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Hib Elven Long Bow Earth,2479,2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Hib Elven Long Bow Fire,2485,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,Hib Elven Long Bow Water,2491,2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Hib Elven Short Bow Air,2471,2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Hib Elven Short Bow Earth,2478,2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Hib Elven Short Bow Fire,2484,2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Hib Elven Short Bow Water,2490,2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,Hib Firbolg Scythe Air,902,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Hib Firbolg Scythe Earth,902,2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Hib Firbolg Scythe Fire,902,2450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Hib Firbolg Scythe Water,902,2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Hib Firbolg Spear Air,903,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2608,2607,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Hib Firbolg Spear Earth,903,2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2608,2607,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,Hib Firbolg Spear Fire,903,2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2608,2607,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Hib Firbolg Spear Water,903,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2608,2607,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Hib Firbolg Adze Air,904,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2608,2607,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Hib Firbolg Adze Earth,904,2457,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2608,2607,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,Hib Firbolg Adze Fire,904,2458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2608,2607,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,Hib Firbolg Adze Water,904,2459,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2608,2607,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,Hib War Adze Air,905,2460,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,Hib War Adze Earth,905,2461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,Hib War Adze Fire,905,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Hib War Adze Water,905,2463,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,Hib Staff 06 Air,906,2464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,Hib Staff 06 Earth,906,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Hib Staff 06 Fire,906,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Hib Staff 06 Water,906,2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2607,2608,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,GreatBladedClawGreave Air,907,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,GreatBladedClawGreave Earth,907,2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,GreatBladedClawGreave Fire,907,2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,GreatBladedClawGreave Water,907,2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,GreatBladedFangGreave Air,908,2472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,GreatBladedFangGreave Earth,908,2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,GreatBladedFangGreave Fire,908,2474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,GreatBladedFangGreave Water,908,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,1,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,Dwarven 1H War Axe Air,909,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,Dwarven 1H War Axe Earth,909,2477,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,Dwarven 1H War Fire,909,2478,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,Dwarven 1H War Water,909,2479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,Troll 1H Broad Sword Air,910,2480,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2034,Troll 1H Broad Sword Earth,910,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,Troll 1H Broad Sword Fire,910,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,Troll 1H Broad Sword Water,910,2483,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,Troll 1H War Axe Air,911,2484,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2038,Troll 1H War Axe Earth,911,2485,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,Troll 1H War Axe Fire,911,2486,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2040,Troll 1H War Axe Water,911,2487,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,Troll 1H War Hammer Air,912,2488,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,Troll 1H War Hammer Earth,912,2489,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2043,Troll 1H War Hammer Fire,912,2490,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2044,Troll 1H War Hammer Water,912,2491,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,Dwarven Spear Air,913,2492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,Dwarven Spear Earth,913,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2047,Dwarven Spear Fire,913,2494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,Dwarven Spear Water,913,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,21,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,Kobold Great Axe Air,914,2496,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2602,2601,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2050,Kobold Great Earth,914,2497,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2602,2601,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,Kobold Great Axe Fire,914,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2602,2601,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2052,Kobold Great Water,914,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2602,2601,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2053,Kobold 2H Great Club Air,915,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2054,Kobold 2H Great Club Earth,915,2501,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,Kobold 2H Great Club Fire,915,2502,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,Kobold 2H Great Club Water,915,2503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,5,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,Kobold Great Sword Air,916,2504,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058,Kobold Great Sword Earth,916,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2059,Kobold Great Sword Fire,916,2506,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2060,Kobold Great Sword Water,916,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2061,Viking Beared Bow Air,2472,2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,Viking Beared Bow Earth,2477,2509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2063,Viking Beared Bow Fire,2483,2510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2064,Viking Beared Bow Water,2489,2511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2065,Mid Staff 04 Air,918,2512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2066,Mid Staff 04 Earth,918,2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,2598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2601,2602,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
